"state","number_deaths","month","year"
"MS",925,1,2016
"MG",10198,1,2016
"PA",934,1,2016
"PB",1767,1,2016
"PR",5763,1,2016
"PE",4146,1,2016
"PI",580,1,2016
"RJ",19373,1,2016
"RN",484,1,2016
"RS",2330,1,2016
"RO",623,1,2016
"RR",78,1,2016
"SC",2642,1,2016
"SP",23261,1,2016
"SE",941,1,2016
"TO",302,1,2016
"AC",186,2,2016
"AL",926,2,2016
"AP",164,2,2016
"AM",220,2,2016
"BA",2377,2,2016
"CE",1076,2,2016
"DF",1106,2,2016
"ES",1866,2,2016
"GO",1739,2,2016
"MA",260,2,2016
"MT",1128,2,2016
"MS",1144,2,2016
"MG",10890,2,2016
"PA",947,2,2016
"PB",1866,2,2016
"PR",5553,2,2016
"PE",5042,2,2016
"PI",569,2,2016
"RJ",19433,2,2016
"RN",519,2,2016
"RS",2123,2,2016
"RO",621,2,2016
"RR",114,2,2016
"SC",2498,2,2016
"SP",22979,2,2016
"SE",959,2,2016
"TO",349,2,2016
"AC",152,3,2016
"AL",849,3,2016
"AP",146,3,2016
"AM",271,3,2016
"BA",2639,3,2016
"CE",2407,3,2016
"DF",1221,3,2016
"ES",1971,3,2016
"GO",1994,3,2016
"MA",317,3,2016
"MT",1156,3,2016
"MS",1174,3,2016
"MG",11270,3,2016
"PA",1122,3,2016
"PB",2252,3,2016
"PR",6124,3,2016
"PE",6166,3,2016
"PI",497,3,2016
"RJ",21159,3,2016
"RN",850,3,2016
"RS",2183,3,2016
"RO",641,3,2016
"RR",150,3,2016
"SC",2456,3,2016
"SP",25545,3,2016
"SE",1174,3,2016
"TO",361,3,2016
"AC",204,4,2016
"AL",1016,4,2016
"AP",112,4,2016
"AM",489,4,2016
"BA",2406,4,2016
"CE",2416,4,2016
"DF",1244,4,2016
"ES",1907,4,2016
"GO",2116,4,2016
"MA",308,4,2016
"MT",1234,4,2016
"MS",1227,4,2016
"MG",11206,4,2016
"PA",1115,4,2016
"PB",1675,4,2016
"PR",6117,4,2016
"PE",4685,4,2016
"PI",525,4,2016
"RJ",20144,4,2016
"RN",570,4,2016
"RS",2296,4,2016
"RO",421,4,2016
"RR",131,4,2016
"SC",2179,4,2016
"SP",25924,4,2016
"SE",991,4,2016
"TO",302,4,2016
"AC",183,5,2016
"AL",978,5,2016
"AP",179,5,2016
"AM",200,5,2016
"BA",2214,5,2016
"CE",2473,5,2016
"DF",1199,5,2016
"ES",2074,5,2016
"GO",2114,5,2016
"MA",307,5,2016
"MT",1151,5,2016
"MS",1338,5,2016
"MG",12197,5,2016
"PA",1120,5,2016
"PB",2036,5,2016
"PR",6818,5,2016
"PE",5175,5,2016
"PI",607,5,2016
"RJ",20202,5,2016
"RN",510,5,2016
"RS",2969,5,2016
"RO",731,5,2016
"RR",134,5,2016
"SC",2591,5,2016
"SP",25660,5,2016
"SE",713,5,2016
"TO",378,5,2016
"AC",222,6,2016
"AL",901,6,2016
"AP",194,6,2016
"AM",443,6,2016
"BA",2339,6,2016
"CE",2503,6,2016
"DF",1030,6,2016
"ES",1988,6,2016
"GO",2018,6,2016
"MA",344,6,2016
"MT",1041,6,2016
"MS",1414,6,2016
"MG",12155,6,2016
"PA",940,6,2016
"PB",1880,6,2016
"PR",7364,6,2016
"PE",4764,6,2016
"PI",519,6,2016
"RJ",19636,6,2016
"RN",608,6,2016
"RS",3038,6,2016
"RO",505,6,2016
"RR",168,6,2016
"SC",2917,6,2016
"SP",29174,6,2016
"SE",1002,6,2016
"TO",365,6,2016
"AC",182,7,2016
"AL",913,7,2016
"AP",156,7,2016
"AM",555,7,2016
"BA",2139,7,2016
"CE",2412,7,2016
"DF",1214,7,2016
"ES",2049,7,2016
"GO",2020,7,2016
"MA",476,7,2016
"MT",1130,7,2016
"MS",1306,7,2016
"MG",12074,7,2016
"PA",972,7,2016
"PB",1497,7,2016
"PR",6948,7,2016
"PE",4581,7,2016
"PI",548,7,2016
"RJ",18010,7,2016
"RN",658,7,2016
"RS",2948,7,2016
"RO",671,7,2016
"RR",184,7,2016
"SC",2944,7,2016
"SP",27237,7,2016
"SE",1149,7,2016
"TO",295,7,2016
"AC",251,8,2016
"AL",854,8,2016
"AP",174,8,2016
"AM",258,8,2016
"BA",2325,8,2016
"CE",2396,8,2016
"DF",1188,8,2016
"ES",2072,8,2016
"GO",2243,8,2016
"MA",468,8,2016
"MT",1396,8,2016
"MS",1221,8,2016
"MG",12208,8,2016
"PA",1047,8,2016
"PB",1747,8,2016
"PR",7053,8,2016
"PE",4607,8,2016
"PI",614,8,2016
"RJ",18102,8,2016
"RN",697,8,2016
"RS",2858,8,2016
"RO",660,8,2016
"RR",182,8,2016
"SC",3058,8,2016
"SP",27441,8,2016
"SE",1118,8,2016
"TO",356,8,2016
"AC",226,9,2016
"AL",739,9,2016
"AP",161,9,2016
"AM",142,9,2016
"BA",2316,9,2016
"CE",2302,9,2016
"DF",1164,9,2016
"ES",1861,9,2016
"GO",2092,9,2016
"MA",449,9,2016
"MT",1320,9,2016
"MS",1241,9,2016
"MG",10856,9,2016
"PA",472,9,2016
"PB",1548,9,2016
"PR",6170,9,2016
"PE",4544,9,2016
"PI",607,9,2016
"RJ",20525,9,2016
"RN",704,9,2016
"RS",2687,9,2016
"RO",401,9,2016
"RR",140,9,2016
"SC",2763,9,2016
"SP",25056,9,2016
"SE",982,9,2016
"TO",354,9,2016
"AC",243,10,2016
"AL",746,10,2016
"AP",121,10,2016
"AM",479,10,2016
"BA",2157,10,2016
"CE",2387,10,2016
"DF",1218,10,2016
"ES",1886,10,2016
"GO",2086,10,2016
"MA",467,10,2016
"MT",1359,10,2016
"MS",1190,10,2016
"MG",10847,10,2016
"PA",411,10,2016
"PB",1653,10,2016
"PR",6109,10,2016
"PE",4652,10,2016
"PI",571,10,2016
"RJ",19183,10,2016
"RN",575,10,2016
"RS",2529,10,2016
"RO",380,10,2016
"RR",137,10,2016
"SC",2825,10,2016
"SP",24145,10,2016
"SE",1121,10,2016
"TO",342,10,2016
"AC",199,11,2016
"AL",641,11,2016
"AP",155,11,2016
"AM",390,11,2016
"BA",2401,11,2016
"CE",2417,11,2016
"DF",1061,11,2016
"ES",1920,11,2016
"GO",2096,11,2016
"MA",513,11,2016
"MT",1289,11,2016
"MS",1149,11,2016
"MG",10282,11,2016
"PA",476,11,2016
"PB",1531,11,2016
"PR",5714,11,2016
"PE",4155,11,2016
"PI",656,11,2016
"RJ",16854,11,2016
"RN",819,11,2016
"RS",2299,11,2016
"RO",656,11,2016
"RR",151,11,2016
"SC",2670,11,2016
"SP",23698,11,2016
"SE",1076,11,2016
"TO",327,11,2016
"AC",265,12,2016
"AL",735,12,2016
"AP",168,12,2016
"AM",454,12,2016
"BA",2581,12,2016
"CE",2535,12,2016
"DF",1198,12,2016
"ES",1938,12,2016
"GO",1992,12,2016
"MA",508,12,2016
"MT",1283,12,2016
"MS",1109,12,2016
"MG",10469,12,2016
"PA",431,12,2016
"PB",1506,12,2016
"PR",5453,12,2016
"PE",4434,12,2016
"PI",579,12,2016
"RJ",17080,12,2016
"RN",636,12,2016
"RS",2302,12,2016
"RO",626,12,2016
"RR",138,12,2016
"SC",2609,12,2016
"SP",24080,12,2016
"SE",1061,12,2016
"TO",323,12,2016
"AC",267,1,2017
"AL",929,1,2017
"AP",180,1,2017
"AM",180,1,2017
"BA",2889,1,2017
"CE",2707,1,2017
"DF",1180,1,2017
"ES",2015,1,2017
"GO",2427,1,2017
"MA",514,1,2017
"MT",1367,1,2017
"MS",1168,1,2017
"MG",11362,1,2017
"PA",514,1,2017
"PB",1879,1,2017
"PR",5864,1,2017
"PE",4623,1,2017
"PI",403,1,2017
"RJ",17346,1,2017
"RN",819,1,2017
"RS",2942,1,2017
"RO",616,1,2017
"RR",157,1,2017
"SC",2917,1,2017
"SP",24322,1,2017
"SE",996,1,2017
"TO",393,1,2017
"AC",330,2,2017
"AL",659,2,2017
"AP",148,2,2017
"AM",161,2,2017
"BA",1936,2,2017
"CE",2579,2,2017
"DF",1040,2,2017
"ES",1740,2,2017
"GO",1880,2,2017
"MA",369,2,2017
"MT",1092,2,2017
"MS",1034,2,2017
"MG",8849,2,2017
"PA",429,2,2017
"PB",1507,2,2017
"PR",4664,2,2017
"PE",3956,2,2017
"PI",359,2,2017
"RJ",15473,2,2017
"RN",650,2,2017
"RS",2555,2,2017
"RO",342,2,2017
"RR",107,2,2017
"SC",2396,2,2017
"SP",20507,2,2017
"SE",814,2,2017
"TO",333,2,2017
"AC",371,3,2017
"AL",994,3,2017
"AP",208,3,2017
"AM",423,3,2017
"BA",3475,3,2017
"CE",3594,3,2017
"DF",1227,3,2017
"ES",2059,3,2017
"GO",2484,3,2017
"MA",462,3,2017
"MT",1466,3,2017
"MS",1288,3,2017
"MG",11505,3,2017
"PA",623,3,2017
"PB",2072,3,2017
"PR",6061,3,2017
"PE",4956,3,2017
"PI",479,3,2017
"RJ",21996,3,2017
"RN",960,3,2017
"RS",3163,3,2017
"RO",607,3,2017
"RR",138,3,2017
"SC",3163,3,2017
"SP",27263,3,2017
"SE",1124,3,2017
"TO",447,3,2017
"AC",269,4,2017
"AL",773,4,2017
"AP",127,4,2017
"AM",167,4,2017
"BA",2782,4,2017
"CE",3291,4,2017
"DF",1239,4,2017
"ES",1942,4,2017
"GO",2339,4,2017
"MA",430,4,2017
"MT",1276,4,2017
"MS",1140,4,2017
"MG",10101,4,2017
"PA",489,4,2017
"PB",1713,4,2017
"PR",5413,4,2017
"PE",4672,4,2017
"PI",472,4,2017
"RJ",18541,4,2017
"RN",997,4,2017
"RS",3574,4,2017
"RO",678,4,2017
"RR",134,4,2017
"SC",2574,4,2017
"SP",22409,4,2017
"SE",912,4,2017
"TO",435,4,2017
"AC",363,5,2017
"AL",946,5,2017
"AP",222,5,2017
"AM",679,5,2017
"BA",3478,5,2017
"CE",3433,5,2017
"DF",1234,5,2017
"ES",2099,5,2017
"GO",2556,5,2017
"MA",525,5,2017
"MT",1424,5,2017
"MS",1266,5,2017
"MG",12203,5,2017
"PA",545,5,2017
"PB",1902,5,2017
"PR",6647,5,2017
"PE",5255,5,2017
"PI",608,5,2017
"RJ",21877,5,2017
"RN",933,5,2017
"RS",3539,5,2017
"RO",733,5,2017
"RR",168,5,2017
"SC",3257,5,2017
"SP",27565,5,2017
"SE",1155,5,2017
"TO",287,5,2017
"AC",286,6,2017
"AL",921,6,2017
"AP",186,6,2017
"AM",436,6,2017
"BA",3190,6,2017
"CE",3150,6,2017
"DF",1215,6,2017
"ES",2126,6,2017
"GO",2315,6,2017
"MA",416,6,2017
"MT",1344,6,2017
"MS",1348,6,2017
"MG",12188,6,2017
"PA",532,6,2017
"PB",1817,6,2017
"PR",6567,6,2017
"PE",5076,6,2017
"PI",461,6,2017
"RJ",19975,6,2017
"RN",746,6,2017
"RS",3786,6,2017
"RO",675,6,2017
"RR",172,6,2017
"SC",3378,6,2017
"SP",26656,6,2017
"SE",1000,6,2017
"TO",377,6,2017
"AC",331,7,2017
"AL",878,7,2017
"AP",191,7,2017
"AM",321,7,2017
"BA",3329,7,2017
"CE",3127,7,2017
"DF",1247,7,2017
"ES",2226,7,2017
"GO",2580,7,2017
"MA",411,7,2017
"MT",1478,7,2017
"MS",1291,7,2017
"MG",12880,7,2017
"PA",514,7,2017
"PB",2110,7,2017
"PR",7019,7,2017
"PE",5525,7,2017
"PI",455,7,2017
"RJ",19167,7,2017
"RN",725,7,2017
"RS",3702,7,2017
"RO",448,7,2017
"RR",188,7,2017
"SC",3332,7,2017
"SP",27861,7,2017
"SE",1131,7,2017
"TO",380,7,2017
"AC",353,8,2017
"AL",974,8,2017
"AP",229,8,2017
"AM",294,8,2017
"BA",3509,8,2017
"CE",3140,8,2017
"DF",1290,8,2017
"ES",2303,8,2017
"GO",2470,8,2017
"MA",528,8,2017
"MT",1380,8,2017
"MS",1310,8,2017
"MG",13002,8,2017
"PA",592,8,2017
"PB",2020,8,2017
"PR",6734,8,2017
"PE",5311,8,2017
"PI",493,8,2017
"RJ",19395,8,2017
"RN",795,8,2017
"RS",3193,8,2017
"RO",675,8,2017
"RR",165,8,2017
"SC",3264,8,2017
"SP",28011,8,2017
"SE",1243,8,2017
"TO",434,8,2017
"AC",279,9,2017
"AL",738,9,2017
"AP",184,9,2017
"AM",514,9,2017
"BA",3272,9,2017
"CE",2947,9,2017
"DF",1159,9,2017
"ES",2039,9,2017
"GO",2306,9,2017
"MA",479,9,2017
"MT",1384,9,2017
"MS",1204,9,2017
"MG",11378,9,2017
"PA",497,9,2017
"PB",1792,9,2017
"PR",5826,9,2017
"PE",4747,9,2017
"PI",406,9,2017
"RJ",17572,9,2017
"RN",827,9,2017
"RS",3014,9,2017
"RO",684,9,2017
"RR",143,9,2017
"SC",2895,9,2017
"SP",25423,9,2017
"SE",1167,9,2017
"TO",430,9,2017
"AC",277,10,2017
"AL",845,10,2017
"AP",236,10,2017
"AM",652,10,2017
"BA",3395,10,2017
"CE",2994,10,2017
"DF",1295,10,2017
"ES",2125,10,2017
"GO",2683,10,2017
"MA",556,10,2017
"MT",1418,10,2017
"MS",1178,10,2017
"MG",11909,10,2017
"PA",525,10,2017
"PB",1939,10,2017
"PR",5987,10,2017
"PE",4978,10,2017
"PI",505,10,2017
"RJ",17122,10,2017
"RN",1078,10,2017
"RS",3333,10,2017
"RO",675,10,2017
"RR",146,10,2017
"SC",3020,10,2017
"SP",26034,10,2017
"SE",1137,10,2017
"TO",477,10,2017
"AC",327,11,2017
"AL",862,11,2017
"AP",209,11,2017
"AM",619,11,2017
"BA",3197,11,2017
"CE",3123,11,2017
"DF",1079,11,2017
"ES",1944,11,2017
"GO",2198,11,2017
"MA",574,11,2017
"MT",1240,11,2017
"MS",1063,11,2017
"MG",10641,11,2017
"PA",530,11,2017
"PB",1883,11,2017
"PR",5765,11,2017
"PE",4707,11,2017
"PI",481,11,2017
"RJ",17274,11,2017
"RN",881,11,2017
"RS",5245,11,2017
"RO",672,11,2017
"RR",96,11,2017
"SC",2906,11,2017
"SP",24629,11,2017
"SE",1052,11,2017
"TO",366,11,2017
"AC",356,12,2017
"AL",740,12,2017
"AP",143,12,2017
"AM",526,12,2017
"BA",3040,12,2017
"CE",3001,12,2017
"DF",1184,12,2017
"ES",1876,12,2017
"GO",2232,12,2017
"MA",616,12,2017
"MT",1314,12,2017
"MS",1085,12,2017
"MG",10745,12,2017
"PA",516,12,2017
"PB",1831,12,2017
"PR",5585,12,2017
"PE",4680,12,2017
"PI",448,12,2017
"RJ",17346,12,2017
"RN",1006,12,2017
"RS",5467,12,2017
"RO",419,12,2017
"RR",81,12,2017
"SC",2939,12,2017
"SP",23720,12,2017
"SE",1031,12,2017
"TO",405,12,2017
"AC",311,1,2018
"AL",907,1,2018
"AP",166,1,2018
"AM",562,1,2018
"BA",3972,1,2018
"CE",3368,1,2018
"DF",1131,1,2018
"ES",2023,1,2018
"GO",2617,1,2018
"MA",961,1,2018
"MT",1462,1,2018
"MS",1202,1,2018
"MG",11743,1,2018
"PA",713,1,2018
"PB",2169,1,2018
"PR",6018,1,2018
"PE",5160,1,2018
"PI",922,1,2018
"RJ",20721,1,2018
"RN",1177,1,2018
"RS",5564,1,2018
"RO",724,1,2018
"RR",165,1,2018
"SC",3238,1,2018
"SP",25479,1,2018
"SE",1080,1,2018
"TO",518,1,2018
"AC",250,2,2018
"AL",765,2,2018
"AP",151,2,2018
"AM",635,2,2018
"BA",3544,2,2018
"CE",2905,2,2018
"DF",1100,2,2018
"ES",1682,2,2018
"GO",2237,2,2018
"MA",720,2,2018
"MT",1284,2,2018
"MS",1058,2,2018
"MG",9801,2,2018
"PA",535,2,2018
"PB",1901,2,2018
"PR",5216,2,2018
"PE",4528,2,2018
"PI",832,2,2018
"RJ",18105,2,2018
"RN",916,2,2018
"RS",4768,2,2018
"RO",546,2,2018
"RR",144,2,2018
"SC",2821,2,2018
"SP",22033,2,2018
"SE",816,2,2018
"TO",420,2,2018
"AC",408,3,2018
"AL",875,3,2018
"AP",151,3,2018
"AM",559,3,2018
"BA",4230,3,2018
"CE",3408,3,2018
"DF",1328,3,2018
"ES",1935,3,2018
"GO",2481,3,2018
"MA",927,3,2018
"MT",1462,3,2018
"MS",1264,3,2018
"MG",10540,3,2018
"PA",645,3,2018
"PB",2030,3,2018
"PR",5971,3,2018
"PE",4691,3,2018
"PI",723,3,2018
"RJ",19786,3,2018
"RN",1179,3,2018
"RS",5278,3,2018
"RO",673,3,2018
"RR",175,3,2018
"SC",2893,3,2018
"SP",24152,3,2018
"SE",1011,3,2018
"TO",488,3,2018
"AC",373,4,2018
"AL",1156,4,2018
"AP",155,4,2018
"AM",306,4,2018
"BA",4413,4,2018
"CE",3745,4,2018
"DF",1173,4,2018
"ES",1936,4,2018
"GO",2750,4,2018
"MA",1171,4,2018
"MT",1457,4,2018
"MS",1280,4,2018
"MG",10559,4,2018
"PA",804,4,2018
"PB",2207,4,2018
"PR",5857,4,2018
"PE",5318,4,2018
"PI",832,4,2018
"RJ",19667,4,2018
"RN",1129,4,2018
"RS",4783,4,2018
"RO",648,4,2018
"RR",171,4,2018
"SC",3329,4,2018
"SP",24453,4,2018
"SE",1117,4,2018
"TO",499,4,2018
"AC",308,5,2018
"AL",1218,5,2018
"AP",161,5,2018
"AM",306,5,2018
"BA",4946,5,2018
"CE",3859,5,2018
"DF",1223,5,2018
"ES",2162,5,2018
"GO",2754,5,2018
"MA",1260,5,2018
"MT",1497,5,2018
"MS",1310,5,2018
"MG",11355,5,2018
"PA",840,5,2018
"PB",2399,5,2018
"PR",6332,5,2018
"PE",5617,5,2018
"PI",848,5,2018
"RJ",20997,5,2018
"RN",1198,5,2018
"RS",5477,5,2018
"RO",485,5,2018
"RR",220,5,2018
"SC",3314,5,2018
"SP",26629,5,2018
"SE",1125,5,2018
"TO",564,5,2018
"AC",340,6,2018
"AL",1140,6,2018
"AP",231,6,2018
"AM",642,6,2018
"BA",4908,6,2018
"CE",3415,6,2018
"DF",1272,6,2018
"ES",2137,6,2018
"GO",2512,6,2018
"MA",1128,6,2018
"MT",1393,6,2018
"MS",1355,6,2018
"MG",11608,6,2018
"PA",866,6,2018
"PB",2322,6,2018
"PR",6987,6,2018
"PE",5077,6,2018
"PI",738,6,2018
"RJ",19117,6,2018
"RN",1243,6,2018
"RS",5975,6,2018
"RO",569,6,2018
"RR",225,6,2018
"SC",3810,6,2018
"SP",28507,6,2018
"SE",1161,6,2018
"TO",489,6,2018
"AC",393,7,2018
"AL",1268,7,2018
"AP",141,7,2018
"AM",745,7,2018
"BA",5329,7,2018
"CE",3332,7,2018
"DF",1210,7,2018
"ES",2211,7,2018
"GO",2595,7,2018
"MA",1169,7,2018
"MT",1371,7,2018
"MS",1404,7,2018
"MG",12426,7,2018
"PA",971,7,2018
"PB",2330,7,2018
"PR",7444,7,2018
"PE",5400,7,2018
"PI",675,7,2018
"RJ",19747,7,2018
"RN",1070,7,2018
"RS",7320,7,2018
"RO",710,7,2018
"RR",200,7,2018
"SC",3984,7,2018
"SP",28889,7,2018
"SE",1109,7,2018
"TO",512,7,2018
"AC",307,8,2018
"AL",1370,8,2018
"AP",177,8,2018
"AM",603,8,2018
"BA",5077,8,2018
"CE",3198,8,2018
"DF",1266,8,2018
"ES",1967,8,2018
"GO",2573,8,2018
"MA",1265,8,2018
"MT",957,8,2018
"MS",1373,8,2018
"MG",11203,8,2018
"PA",1098,8,2018
"PB",2208,8,2018
"PR",6858,8,2018
"PE",4999,8,2018
"PI",855,8,2018
"RJ",28766,8,2018
"RN",1111,8,2018
"RS",7301,8,2018
"RO",678,8,2018
"RR",221,8,2018
"SC",3703,8,2018
"SP",28066,8,2018
"SE",1104,8,2018
"TO",442,8,2018
"AC",316,9,2018
"AL",1155,9,2018
"AP",174,9,2018
"AM",329,9,2018
"BA",4755,9,2018
"CE",3127,9,2018
"DF",1094,9,2018
"ES",1900,9,2018
"GO",2348,9,2018
"MA",1233,9,2018
"MT",978,9,2018
"MS",1227,9,2018
"MG",10053,9,2018
"PA",1098,9,2018
"PB",1995,9,2018
