"date","state","age_group","gender","number_deaths"
2020-04-15,"PE","60 - 69","F",1
2020-04-15,"PE","70 - 79","F",3
2020-04-15,"PE","90 - 99","F",1
2020-04-16,"PE","10 - 19","M",1
2020-04-16,"PE","40 - 49","M",1
2020-04-16,"PE","60 - 69","F",1
2020-04-16,"PE","70 - 79","M",3
2020-04-16,"PE","80 - 89","F",2
2020-04-17,"PE","40 - 49","M",2
2020-04-17,"PE","70 - 79","F",2
2020-04-17,"PE","80 - 89","M",2
2020-04-18,"PE","30 - 39","M",1
2020-04-18,"PE","60 - 69","M",4
2020-04-18,"PE","70 - 79","M",1
2020-04-18,"PE","70 - 79","F",2
2020-04-18,"PE","80 - 89","M",1
2020-04-18,"PE","90 - 99","F",2
2020-04-19,"PE","50 - 59","F",1
2020-04-19,"PE","60 - 69","M",2
2020-04-19,"PE","70 - 79","F",1
2020-04-19,"PE","70 - 79","M",2
2020-04-19,"PE","80 - 89","F",3
2020-04-19,"PE","80 - 89","M",2
2020-04-19,"PE","90 - 99","M",2
2020-04-20,"PE","50 - 59","F",1
2020-04-20,"PE","60 - 69","M",2
2020-04-20,"PE","60 - 69","F",1
2020-04-20,"PE","70 - 79","M",3
2020-04-20,"PE","80 - 89","F",2
2020-04-20,"PE","80 - 89","M",1
2020-04-21,"PE","60 - 69","M",3
2020-04-21,"PE","70 - 79","F",1
2020-04-21,"PE","80 - 89","F",1
2020-04-21,"PE","90 - 99","F",1
2020-04-22,"PE","50 - 59","M",1
2020-04-22,"PE","70 - 79","M",1
2020-04-22,"PE","90 - 99","M",1
2020-04-23,"PE","40 - 49","M",1
2020-04-23,"PE","50 - 59","M",1
2020-04-23,"PE","70 - 79","F",1
2020-03-24,"PI","50 - 59","M",1
2020-03-27,"PI","50 - 59","M",1
2020-04-07,"PI","60 - 69","M",1
2020-04-13,"PI","30 - 39","M",1
2020-03-19,"PR","80 - 89","F",1
2020-03-22,"PR","70 - 79","F",1
2020-03-30,"PR","60 - 69","M",1
2020-03-31,"PR","70 - 79","M",2
2020-04-01,"PR","70 - 79","F",1
2020-04-03,"PR","30 - 39","M",1
2020-04-03,"PR","40 - 49","M",1
2020-04-03,"PR","80 - 89","M",1
2020-04-04,"PR","40 - 49","F",1
2020-04-04,"PR","50 - 59","M",1
2020-04-04,"PR","80 - 89","F",1
2020-04-04,"PR","90 - 99","M",1
2020-04-05,"PR","60 - 69","M",1
2020-04-05,"PR","70 - 79","F",1
2020-04-06,"PR","50 - 59","F",1
2020-04-06,"PR","60 - 69","F",1
2020-04-06,"PR","60 - 69","M",1
2020-04-06,"PR","70 - 79","F",1
2020-04-06,"PR","80 - 89","F",1
2020-04-06,"PR","90 - 99","M",1
2020-04-07,"PR","60 - 69","M",1
2020-04-07,"PR","70 - 79","M",1
2020-04-08,"PR","50 - 59","M",2
2020-04-08,"PR","80 - 89","M",2
2020-04-08,"PR","90 - 99","F",1
2020-04-09,"PR","70 - 79","M",1
2020-04-09,"PR","90 - 99","F",1
2020-04-10,"PR","50 - 59","M",1
2020-04-11,"PR","70 - 79","M",1
2020-04-11,"PR","70 - 79","F",2
2020-04-12,"PR","60 - 69","M",1
2020-04-13,"PR","50 - 59","F",1
2020-04-13,"PR","70 - 79","M",3
2020-04-14,"PR","70 - 79","F",2
2020-04-14,"PR","80 - 89","M",1
2020-04-15,"PR","30 - 39","M",1
2020-04-15,"PR","50 - 59","M",1
2020-04-15,"PR","80 - 89","F",3
2020-04-15,"PR","80 - 89","M",1
2020-04-16,"PR","70 - 79","F",1
2020-04-17,"PR","30 - 39","M",1
2020-04-17,"PR","60 - 69","M",2
2020-04-17,"PR","70 - 79","M",2
2020-04-18,"PR","40 - 49","M",1
2020-04-18,"PR","60 - 69","F",1
2020-04-18,"PR","60 - 69","M",1
2020-04-18,"PR","70 - 79","F",1
2020-04-19,"PR","50 - 59","M",1
2020-04-19,"PR","70 - 79","F",1
2020-04-19,"PR","90 - 99","M",1
2020-04-20,"PR","50 - 59","M",1
2020-04-20,"PR","60 - 69","M",1
2020-04-20,"PR","60 - 69","F",1
2020-04-21,"PR","60 - 69","M",1
2020-04-21,"PR","90 - 99","M",1
2020-04-22,"PR","60 - 69","M",1
2020-04-22,"PR","70 - 79","F",1
2020-04-22,"PR","90 - 99","F",1
2020-03-19,"RJ","40 - 49","F",1
2020-03-20,"RJ","60 - 69","M",1
2020-03-21,"RJ","60 - 69","F",1
2020-03-22,"RJ","50 - 59","F",1
2020-03-23,"RJ","60 - 69","F",1
2020-03-24,"RJ","30 - 39","F",1
2020-03-25,"RJ","10 - 19","M",1
2020-03-25,"RJ","60 - 69","M",1
2020-03-25,"RJ","70 - 79","F",1
2020-03-25,"RJ","70 - 79","M",1
2020-03-25,"RJ","80 - 89","F",1
2020-03-26,"RJ","60 - 69","M",1
2020-03-26,"RJ","70 - 79","M",2
2020-03-26,"RJ","90 - 99","M",2
2020-03-27,"RJ","40 - 49","M",1
2020-03-27,"RJ","60 - 69","M",1
2020-03-27,"RJ","60 - 69","F",1
2020-03-27,"RJ","70 - 79","M",2
2020-03-28,"RJ","50 - 59","F",1
2020-03-28,"RJ","60 - 69","F",2
2020-03-28,"RJ","60 - 69","M",1
2020-03-28,"RJ","70 - 79","F",2
2020-03-28,"RJ","80 - 89","M",1
2020-03-29,"RJ","50 - 59","F",1
2020-03-29,"RJ","60 - 69","F",1
2020-03-29,"RJ","60 - 69","M",1
2020-03-29,"RJ","70 - 79","M",1
2020-03-30,"RJ","50 - 59","F",1
2020-03-30,"RJ","60 - 69","M",3
2020-03-30,"RJ","70 - 79","F",2
2020-03-30,"RJ","70 - 79","M",2
2020-03-30,"RJ","80 - 89","M",2
2020-03-30,"RJ","90 - 99","M",1
2020-03-31,"RJ","30 - 39","F",1
2020-03-31,"RJ","40 - 49","F",2
2020-03-31,"RJ","50 - 59","F",2
2020-03-31,"RJ","60 - 69","F",3
2020-03-31,"RJ","60 - 69","M",1
2020-03-31,"RJ","70 - 79","F",1
2020-03-31,"RJ","70 - 79","M",2
2020-03-31,"RJ","80 - 89","M",3
2020-03-31,"RJ","80 - 89","F",2
2020-03-31,"RJ","90 - 99","F",1
2020-04-01,"RJ","30 - 39","M",1
2020-04-01,"RJ","40 - 49","M",2
2020-04-01,"RJ","50 - 59","M",2
2020-04-01,"RJ","60 - 69","M",1
2020-04-01,"RJ","60 - 69","F",2
2020-04-01,"RJ","70 - 79","F",2
2020-04-01,"RJ","70 - 79","M",1
2020-04-01,"RJ","80 - 89","F",3
2020-04-01,"RJ","80 - 89","M",2
2020-04-01,"RJ","90 - 99","M",1
2020-04-02,"RJ","40 - 49","M",2
2020-04-02,"RJ","50 - 59","M",1
2020-04-02,"RJ","50 - 59","F",1
2020-04-02,"RJ","60 - 69","F",1
2020-04-02,"RJ","60 - 69","M",1
2020-04-02,"RJ","70 - 79","F",3
2020-04-02,"RJ","70 - 79","M",1
2020-04-02,"RJ","80 - 89","M",3
2020-04-02,"RJ","80 - 89","F",1
2020-04-03,"RJ","20 - 29","F",2
2020-04-03,"RJ","20 - 29","M",1
2020-04-03,"RJ","40 - 49","M",3
2020-04-03,"RJ","50 - 59","F",1
2020-04-03,"RJ","50 - 59","M",2
2020-04-03,"RJ","60 - 69","M",2
2020-04-03,"RJ","70 - 79","F",1
2020-04-03,"RJ","70 - 79","M",3
2020-04-03,"RJ","80 - 89","F",2
2020-04-03,"RJ","80 - 89","M",4
2020-04-03,"RJ","90 - 99","M",2
2020-04-03,"RJ","90 - 99","F",2
2020-04-04,"RJ","10 - 19","F",1
2020-04-04,"RJ","20 - 29","F",1
2020-04-04,"RJ","30 - 39","M",1
2020-04-04,"RJ","40 - 49","F",1
2020-04-04,"RJ","40 - 49","M",3
2020-04-04,"RJ","50 - 59","F",1
2020-04-04,"RJ","50 - 59","M",2
2020-04-04,"RJ","60 - 69","F",1
2020-04-04,"RJ","60 - 69","M",2
2020-04-04,"RJ","70 - 79","M",2
2020-04-04,"RJ","70 - 79","F",1
2020-04-04,"RJ","80 - 89","F",1
2020-04-04,"RJ","80 - 89","M",2
2020-04-04,"RJ","90 - 99","M",2
2020-04-04,"RJ","90 - 99","F",1
2020-04-05,"RJ","30 - 39","M",1
2020-04-05,"RJ","40 - 49","M",1
2020-04-05,"RJ","50 - 59","M",2
2020-04-05,"RJ","60 - 69","F",4
2020-04-05,"RJ","60 - 69","M",8
2020-04-05,"RJ","70 - 79","M",2
2020-04-05,"RJ","70 - 79","F",3
2020-04-05,"RJ","80 - 89","F",4
2020-04-05,"RJ","80 - 89","M",3
2020-04-05,"RJ","90 - 99","M",1
2020-04-06,"RJ","30 - 39","M",4
2020-04-06,"RJ","50 - 59","F",2
2020-04-06,"RJ","50 - 59","M",2
2020-04-06,"RJ","60 - 69","F",2
2020-04-06,"RJ","70 - 79","M",6
2020-04-06,"RJ","70 - 79","F",4
2020-04-06,"RJ","80 - 89","M",3
2020-04-07,"RJ","10 - 19","M",1
2020-04-07,"RJ","40 - 49","M",1
2020-04-07,"RJ","40 - 49","F",2
2020-04-07,"RJ","50 - 59","M",2
2020-04-07,"RJ","60 - 69","F",5
2020-04-07,"RJ","70 - 79","M",3
2020-04-07,"RJ","70 - 79","F",2
2020-04-07,"RJ","80 - 89","F",4
2020-04-07,"RJ","80 - 89","M",2
2020-04-07,"RJ","90 - 99","M",1
2020-04-07,"RJ","90 - 99","F",2
2020-04-08,"RJ","40 - 49","M",1
2020-04-08,"RJ","40 - 49","F",1
2020-04-08,"RJ","50 - 59","F",3
2020-04-08,"RJ","50 - 59","M",5
2020-04-08,"RJ","60 - 69","M",4
2020-04-08,"RJ","60 - 69","F",2
2020-04-08,"RJ","70 - 79","M",6
2020-04-08,"RJ","70 - 79","F",5
2020-04-08,"RJ","80 - 89","F",1
2020-04-08,"RJ","90 - 99","M",1
2020-04-08,"RJ","90 - 99","F",3
2020-04-09,"RJ","< 9","F",1
2020-04-09,"RJ","20 - 29","F",1
2020-04-09,"RJ","40 - 49","F",1
2020-04-09,"RJ","50 - 59","M",3
2020-04-09,"RJ","50 - 59","F",4
2020-04-09,"RJ","60 - 69","M",5
2020-04-09,"RJ","60 - 69","F",1
2020-04-09,"RJ","70 - 79","M",5
2020-04-09,"RJ","80 - 89","M",4
2020-04-09,"RJ","80 - 89","F",1
2020-04-09,"RJ","90 - 99","F",1
2020-04-10,"RJ","30 - 39","M",1
2020-04-10,"RJ","40 - 49","M",2
2020-04-10,"RJ","50 - 59","M",4
2020-04-10,"RJ","50 - 59","F",1
2020-04-10,"RJ","60 - 69","M",3
2020-04-10,"RJ","60 - 69","F",2
2020-04-10,"RJ","70 - 79","F",2
2020-04-10,"RJ","70 - 79","M",3
2020-04-10,"RJ","80 - 89","F",3
2020-04-10,"RJ","80 - 89","M",4
2020-04-10,"RJ","90 - 99","F",2
2020-04-11,"RJ","20 - 29","M",1
2020-04-11,"RJ","30 - 39","M",2
2020-04-11,"RJ","40 - 49","F",3
2020-04-11,"RJ","40 - 49","M",6
2020-04-11,"RJ","50 - 59","M",1
2020-04-11,"RJ","60 - 69","F",5
2020-04-11,"RJ","60 - 69","M",4
2020-04-11,"RJ","70 - 79","M",3
2020-04-11,"RJ","70 - 79","F",5
2020-04-11,"RJ","80 - 89","M",3
2020-04-11,"RJ","80 - 89","F",1
2020-04-11,"RJ","90 - 99","F",4
2020-04-11,"RJ","90 - 99","M",1
2020-04-12,"RJ","20 - 29","M",1
2020-04-12,"RJ","30 - 39","M",2
2020-04-12,"RJ","30 - 39","F",1
2020-04-12,"RJ","40 - 49","M",1
2020-04-12,"RJ","40 - 49","F",1
2020-04-12,"RJ","50 - 59","M",4
2020-04-12,"RJ","50 - 59","F",2
2020-04-12,"RJ","60 - 69","F",5
2020-04-12,"RJ","60 - 69","M",4
2020-04-12,"RJ","70 - 79","M",12
2020-04-12,"RJ","70 - 79","F",4
2020-04-12,"RJ","80 - 89","M",7
2020-04-12,"RJ","80 - 89","F",8
2020-04-12,"RJ","90 - 99","F",3
2020-04-12,"RJ","90 - 99","M",2
2020-04-13,"RJ","20 - 29","F",1
2020-04-13,"RJ","30 - 39","M",2
2020-04-13,"RJ","40 - 49","M",5
2020-04-13,"RJ","40 - 49","F",3
2020-04-13,"RJ","50 - 59","M",4
2020-04-13,"RJ","50 - 59","F",3
2020-04-13,"RJ","60 - 69","M",6
2020-04-13,"RJ","60 - 69","F",4
2020-04-13,"RJ","70 - 79","F",3
2020-04-13,"RJ","70 - 79","M",5
2020-04-13,"RJ","80 - 89","F",3
2020-04-13,"RJ","80 - 89","M",4
2020-04-13,"RJ","90 - 99","M",2
2020-04-13,"RJ","90 - 99","F",2
2020-04-14,"RJ","30 - 39","F",1
2020-04-14,"RJ","30 - 39","M",2
2020-04-14,"RJ","40 - 49","M",4
2020-04-14,"RJ","40 - 49","F",1
2020-04-14,"RJ","50 - 59","M",5
2020-04-14,"RJ","50 - 59","F",4
2020-04-14,"RJ","60 - 69","M",6
2020-04-14,"RJ","60 - 69","F",1
2020-04-14,"RJ","70 - 79","F",4
2020-04-14,"RJ","70 - 79","M",2
2020-04-14,"RJ","80 - 89","F",5
2020-04-14,"RJ","80 - 89","M",7
2020-04-15,"RJ","20 - 29","F",1
2020-04-15,"RJ","30 - 39","M",2
2020-04-15,"RJ","30 - 39","F",2
2020-04-15,"RJ","40 - 49","M",4
2020-04-15,"RJ","40 - 49","F",2
2020-04-15,"RJ","50 - 59","M",5
2020-04-15,"RJ","50 - 59","F",2
2020-04-15,"RJ","60 - 69","M",11
2020-04-15,"RJ","60 - 69","F",6
2020-04-15,"RJ","70 - 79","M",9
2020-04-15,"RJ","70 - 79","F",4
2020-04-15,"RJ","80 - 89","F",5
2020-04-15,"RJ","80 - 89","M",6
2020-04-15,"RJ","90 - 99","M",3
2020-04-15,"RJ","90 - 99","F",2
2020-04-16,"RJ","20 - 29","M",2
2020-04-16,"RJ","30 - 39","F",1
2020-04-16,"RJ","30 - 39","M",1
2020-04-16,"RJ","40 - 49","F",2
2020-04-16,"RJ","40 - 49","M",8
2020-04-16,"RJ","50 - 59","M",3
2020-04-16,"RJ","50 - 59","F",1
2020-04-16,"RJ","60 - 69","F",5
2020-04-16,"RJ","60 - 69","M",10
2020-04-16,"RJ","70 - 79","M",15
2020-04-16,"RJ","70 - 79","F",1
2020-04-16,"RJ","80 - 89","F",4
2020-04-16,"RJ","80 - 89","M",1
2020-04-16,"RJ","90 - 99","M",3
2020-04-16,"RJ","90 - 99","F",1
2020-04-17,"RJ","20 - 29","F",1
2020-04-17,"RJ","20 - 29","M",1
2020-04-17,"RJ","30 - 39","M",1
2020-04-17,"RJ","40 - 49","M",5
2020-04-17,"RJ","40 - 49","F",4
2020-04-17,"RJ","50 - 59","M",5
2020-04-17,"RJ","50 - 59","F",2
2020-04-17,"RJ","60 - 69","M",4
2020-04-17,"RJ","60 - 69","F",5
2020-04-17,"RJ","70 - 79","M",5
2020-04-17,"RJ","70 - 79","F",3
2020-04-17,"RJ","80 - 89","F",10
2020-04-17,"RJ","80 - 89","M",6
2020-04-17,"RJ","90 - 99","F",3
2020-04-17,"RJ","90 - 99","M",2
2020-04-18,"RJ","20 - 29","F",1
2020-04-18,"RJ","30 - 39","M",1
2020-04-18,"RJ","30 - 39","F",2
2020-04-18,"RJ","40 - 49","M",1
2020-04-18,"RJ","40 - 49","F",5
2020-04-18,"RJ","50 - 59","M",9
2020-04-18,"RJ","50 - 59","F",1
2020-04-18,"RJ","60 - 69","M",11
2020-04-18,"RJ","60 - 69","F",3
2020-04-18,"RJ","70 - 79","M",12
2020-04-18,"RJ","70 - 79","F",5
2020-04-18,"RJ","80 - 89","M",9
2020-04-18,"RJ","80 - 89","F",8
2020-04-18,"RJ","90 - 99","M",2
2020-04-18,"RJ","90 - 99","F",4
2020-04-19,"RJ","30 - 39","F",3
2020-04-19,"RJ","30 - 39","M",1
2020-04-19,"RJ","40 - 49","M",7
2020-04-19,"RJ","40 - 49","F",1
2020-04-19,"RJ","50 - 59","M",3
2020-04-19,"RJ","50 - 59","F",5
2020-04-19,"RJ","60 - 69","M",9
2020-04-19,"RJ","60 - 69","F",7
2020-04-19,"RJ","70 - 79","F",7
2020-04-19,"RJ","70 - 79","M",15
2020-04-19,"RJ","80 - 89","F",6
2020-04-19,"RJ","80 - 89","M",6
2020-04-19,"RJ","90 - 99","F",3
2020-04-19,"RJ","90 - 99","M",4
2020-04-20,"RJ","10 - 19","M",1
2020-04-20,"RJ","10 - 19","F",1
2020-04-20,"RJ","30 - 39","M",3
2020-04-20,"RJ","30 - 39","F",1
2020-04-20,"RJ","40 - 49","M",3
2020-04-20,"RJ","40 - 49","F",1
2020-04-20,"RJ","50 - 59","F",2
2020-04-20,"RJ","50 - 59","M",4
2020-04-20,"RJ","60 - 69","F",5
2020-04-20,"RJ","60 - 69","M",8
2020-04-20,"RJ","70 - 79","F",6
2020-04-20,"RJ","70 - 79","M",7
2020-04-20,"RJ","80 - 89","M",5
2020-04-20,"RJ","80 - 89","F",7
2020-04-20,"RJ","90 - 99","M",2
2020-04-20,"RJ","90 - 99","F",4
2020-04-20,"RJ","> 100","M",1
2020-04-21,"RJ","30 - 39","F",1
2020-04-21,"RJ","40 - 49","M",2
2020-04-21,"RJ","50 - 59","M",3
2020-04-21,"RJ","50 - 59","F",1
2020-04-21,"RJ","60 - 69","F",3
2020-04-21,"RJ","60 - 69","M",7
2020-04-21,"RJ","70 - 79","M",4
2020-04-21,"RJ","70 - 79","F",4
2020-04-21,"RJ","80 - 89","F",2
2020-04-21,"RJ","80 - 89","M",1
2020-04-21,"RJ","90 - 99","M",4
2020-04-22,"RJ","60 - 69","M",4
2020-04-22,"RJ","70 - 79","F",3
2020-04-22,"RJ","70 - 79","M",3
2020-04-22,"RJ","80 - 89","F",1
2020-04-22,"RJ","80 - 89","M",1
2020-03-23,"RN","70 - 79","F",1
2020-03-24,"RN","30 - 39","F",1
2020-03-24,"RN","70 - 79","M",1
2020-03-27,"RN","20 - 29","F",1
2020-03-28,"RN","60 - 69","M",1
2020-04-02,"RN","40 - 49","M",1
2020-04-04,"RN","30 - 39","M",1
2020-04-05,"RN","50 - 59","M",1
2020-04-07,"RN","10 - 19","M",1
2020-04-08,"RN","50 - 59","M",1
2020-04-08,"RN","60 - 69","M",1
2020-04-09,"RN","70 - 79","M",1
2020-04-11,"RN","30 - 39","M",1
2020-04-11,"RN","40 - 49","M",1
2020-04-16,"RN","50 - 59","M",1
2020-03-25,"RO","80 - 89","M",1
2020-03-29,"RO","60 - 69","F",1
2020-04-08,"RO","60 - 69","M",1
2020-04-11,"RO","70 - 79","F",1
2020-04-13,"RO","60 - 69","M",1
2020-04-14,"RO","60 - 69","F",1
2020-04-17,"RO","70 - 79","M",1
2020-04-18,"RO","40 - 49","M",1
2020-04-21,"RO","60 - 69","M",1
2020-04-03,"RR","60 - 69","M",1
2020-04-09,"RR","10 - 19","M",1
2020-03-29,"RS","80 - 89","M",1
2020-03-30,"RS","60 - 69","M",2
2020-03-30,"RS","80 - 89","M",1
2020-03-31,"RS","30 - 39","M",1
2020-03-31,"RS","80 - 89","F",1
2020-04-01,"RS","50 - 59","M",1
2020-04-02,"RS","10 - 19","M",1
2020-04-03,"RS","30 - 39","M",1
2020-04-03,"RS","70 - 79","M",2
2020-04-03,"RS","70 - 79","F",1
2020-04-04,"RS","20 - 29","M",1
2020-04-04,"RS","70 - 79","F",1
2020-04-05,"RS","70 - 79","M",1
2020-04-06,"RS","< 9","F",1
2020-04-06,"RS","10 - 19","M",1
2020-04-06,"RS","80 - 89","M",1
2020-04-07,"RS","70 - 79","F",1
2020-04-07,"RS","90 - 99","F",1
2020-04-08,"RS","50 - 59","M",1
2020-04-10,"RS","60 - 69","F",1
2020-04-11,"RS","70 - 79","F",1
2020-04-12,"RS","70 - 79","F",1
2020-04-12,"RS","80 - 89","F",1
2020-04-13,"RS","60 - 69","M",1
2020-04-13,"RS","70 - 79","M",2
2020-04-13,"RS","80 - 89","M",1
2020-04-15,"RS","60 - 69","M",1
2020-04-16,"RS","40 - 49","F",1
2020-04-16,"RS","50 - 59","M",1
2020-04-16,"RS","60 - 69","M",1
2020-04-17,"RS","10 - 19","F",1
2020-04-18,"RS","40 - 49","M",1
2020-04-20,"RS","70 - 79","M",1
2020-04-20,"RS","80 - 89","F",1
2020-04-21,"RS","70 - 79","M",1
2020-04-22,"RS","80 - 89","M",1
2020-03-23,"SC","60 - 69","F",1
2020-03-25,"SC","70 - 79","M",1
2020-03-30,"SC","60 - 69","M",1
2020-03-31,"SC","40 - 49","F",1
2020-03-31,"SC","90 - 99","M",1
2020-04-01,"SC","70 - 79","M",1
2020-04-01,"SC","80 - 89","F",1
2020-04-01,"SC","90 - 99","F",1
2020-04-02,"SC","20 - 29","F",1
2020-04-02,"SC","70 - 79","F",1
2020-04-02,"SC","80 - 89","F",1
2020-04-02,"SC","90 - 99","M",1
2020-04-03,"SC","40 - 49","M",1
2020-04-04,"SC","30 - 39","M",1
2020-04-04,"SC","50 - 59","F",1
2020-04-04,"SC","60 - 69","M",1
2020-04-05,"SC","80 - 89","F",1
2020-04-06,"SC","50 - 59","F",1
2020-04-07,"SC","90 - 99","M",1
2020-04-09,"SC","50 - 59","F",1
2020-04-10,"SC","60 - 69","F",1
2020-04-10,"SC","70 - 79","M",1
2020-04-11,"SC","30 - 39","M",1
2020-04-11,"SC","60 - 69","F",1
2020-04-11,"SC","80 - 89","M",1
2020-04-12,"SC","60 - 69","F",1
2020-04-13,"SC","70 - 79","F",1
2020-04-14,"SC","40 - 49","M",1
2020-04-14,"SC","80 - 89","F",1
2020-04-14,"SC","80 - 89","M",1
2020-04-15,"SC","50 - 59","M",1
2020-04-16,"SC","60 - 69","M",1
2020-04-16,"SC","70 - 79","F",1
2020-04-18,"SC","30 - 39","M",1
2020-04-18,"SC","50 - 59","M",1
2020-04-19,"SC","70 - 79","M",1
2020-04-22,"SC","50 - 59","M",1
2020-04-23,"SC","60 - 69","M",1
2020-04-02,"SE","60 - 69","M",1
2020-04-02,"SE","60 - 69","F",1
2020-04-06,"SE","60 - 69","M",1
2020-03-16,"SP","60 - 69","M",1
2020-03-16,"SP","60 - 69","F",1
2020-03-16,"SP","70 - 79","M",1
2020-03-16,"SP","70 - 79","F",1
2020-03-16,"SP","80 - 89","F",1
2020-03-17,"SP","80 - 89","F",1
2020-03-17,"SP","80 - 89","M",1
2020-03-18,"SP","30 - 39","M",2
2020-03-18,"SP","60 - 69","M",2
2020-03-18,"SP","60 - 69","F",1
2020-03-18,"SP","80 - 89","M",2
2020-03-19,"SP","70 - 79","F",1
2020-03-19,"SP","80 - 89","F",2
2020-03-19,"SP","80 - 89","M",2
2020-03-19,"SP","90 - 99","M",1
2020-03-20,"SP","30 - 39","F",1
2020-03-20,"SP","40 - 49","M",1
2020-03-20,"SP","70 - 79","F",2
2020-03-20,"SP","80 - 89","F",2
2020-03-20,"SP","80 - 89","M",1
2020-03-20,"SP","90 - 99","F",1
2020-03-21,"SP","30 - 39","F",1
2020-03-21,"SP","40 - 49","M",1
2020-03-21,"SP","50 - 59","F",1
2020-03-21,"SP","50 - 59","M",1
2020-03-21,"SP","60 - 69","M",1
2020-03-21,"SP","70 - 79","M",3
2020-03-21,"SP","70 - 79","F",3
2020-03-21,"SP","80 - 89","M",3
2020-03-21,"SP","80 - 89","F",1
2020-03-21,"SP","90 - 99","F",1
2020-03-22,"SP","40 - 49","M",3
2020-03-22,"SP","50 - 59","M",1
2020-03-22,"SP","60 - 69","M",1
2020-03-22,"SP","60 - 69","F",2
2020-03-22,"SP","70 - 79","M",7
2020-03-22,"SP","70 - 79","F",1
2020-03-22,"SP","80 - 89","F",3
2020-03-22,"SP","80 - 89","M",5
2020-03-22,"SP","90 - 99","F",1
2020-03-23,"SP","30 - 39","M",1
2020-03-23,"SP","40 - 49","F",1
2020-03-23,"SP","60 - 69","M",3
2020-03-23,"SP","60 - 69","F",2
2020-03-23,"SP","70 - 79","M",4
2020-03-23,"SP","80 - 89","F",4
2020-03-23,"SP","80 - 89","M",5
2020-03-23,"SP","90 - 99","F",1
2020-03-24,"SP","30 - 39","M",1
2020-03-24,"SP","50 - 59","F",2
2020-03-24,"SP","50 - 59","M",1
2020-03-24,"SP","60 - 69","M",3
2020-03-24,"SP","60 - 69","F",4
2020-03-24,"SP","70 - 79","M",7
2020-03-24,"SP","70 - 79","F",1
2020-03-24,"SP","80 - 89","M",4
2020-03-24,"SP","80 - 89","F",4
2020-03-24,"SP","90 - 99","M",6
2020-03-24,"SP","90 - 99","F",1
2020-03-25,"SP","30 - 39","M",1
2020-03-25,"SP","40 - 49","M",2
2020-03-25,"SP","40 - 49","F",1
2020-03-25,"SP","50 - 59","M",3
2020-03-25,"SP","60 - 69","M",5
2020-03-25,"SP","60 - 69","F",1
2020-03-25,"SP","70 - 79","F",5
2020-03-25,"SP","70 - 79","M",6
2020-03-25,"SP","80 - 89","F",3
2020-03-26,"SP","10 - 19","M",1
2020-03-26,"SP","20 - 29","F",2
2020-03-26,"SP","30 - 39","M",3
2020-03-26,"SP","30 - 39","F",1
2020-03-26,"SP","50 - 59","M",4
2020-03-26,"SP","50 - 59","F",1
2020-03-26,"SP","60 - 69","M",6
2020-03-26,"SP","60 - 69","F",3
2020-03-26,"SP","70 - 79","M",5
2020-03-26,"SP","70 - 79","F",8
2020-03-26,"SP","80 - 89","F",6
2020-03-26,"SP","90 - 99","F",4
2020-03-26,"SP","90 - 99","M",1
2020-03-27,"SP","10 - 19","F",2
2020-03-27,"SP","20 - 29","M",1
2020-03-27,"SP","30 - 39","F",3
2020-03-27,"SP","40 - 49","M",2
2020-03-27,"SP","40 - 49","F",1
2020-03-27,"SP","50 - 59","M",2
2020-03-27,"SP","60 - 69","M",4
2020-03-27,"SP","70 - 79","M",10
2020-03-27,"SP","70 - 79","F",3
2020-03-27,"SP","80 - 89","F",7
2020-03-27,"SP","90 - 99","M",2
2020-03-27,"SP","90 - 99","F",1
2020-03-28,"SP","10 - 19","F",1
2020-03-28,"SP","20 - 29","M",1
2020-03-28,"SP","30 - 39","M",1
2020-03-28,"SP","40 - 49","M",2
2020-03-28,"SP","40 - 49","F",1
2020-03-28,"SP","50 - 59","F",5
2020-03-28,"SP","50 - 59","M",1
2020-03-28,"SP","60 - 69","M",14
2020-03-28,"SP","70 - 79","M",5
2020-03-28,"SP","70 - 79","F",7
2020-03-28,"SP","80 - 89","F",7
2020-03-28,"SP","80 - 89","M",3
2020-03-28,"SP","90 - 99","F",1
2020-03-28,"SP","90 - 99","M",1
2020-03-29,"SP","30 - 39","M",2
2020-03-29,"SP","40 - 49","M",1
2020-03-29,"SP","40 - 49","F",1
2020-03-29,"SP","50 - 59","M",2
2020-03-29,"SP","50 - 59","F",3
2020-03-29,"SP","60 - 69","F",6
2020-03-29,"SP","60 - 69","M",5
2020-03-29,"SP","70 - 79","F",3
2020-03-29,"SP","70 - 79","M",6
2020-03-29,"SP","80 - 89","M",4
2020-03-29,"SP","80 - 89","F",3
2020-03-29,"SP","90 - 99","F",6
2020-03-29,"SP","90 - 99","M",1
2020-03-29,"SP","> 100","M",1
2020-03-30,"SP","10 - 19","F",1
2020-03-30,"SP","30 - 39","M",1
2020-03-30,"SP","40 - 49","M",3
2020-03-30,"SP","40 - 49","F",1
2020-03-30,"SP","50 - 59","M",2
2020-03-30,"SP","50 - 59","F",7
2020-03-30,"SP","60 - 69","M",12
2020-03-30,"SP","60 - 69","F",7
2020-03-30,"SP","70 - 79","F",6
2020-03-30,"SP","70 - 79","M",7
2020-03-30,"SP","80 - 89","F",4
2020-03-30,"SP","80 - 89","M",5
2020-03-30,"SP","90 - 99","M",4
2020-03-30,"SP","90 - 99","F",2
