"rm","cidade","state","state_code","cod_ibge","capital","year","month","number_deaths"
"Curitiba","São José dos Pinhais","PR",41,"4125506",0,2019,12,106
"Curitiba","São José dos Pinhais","PR",41,"4125506",0,2020,1,133
"Curitiba","São José dos Pinhais","PR",41,"4125506",0,2020,2,116
"Curitiba","São José dos Pinhais","PR",41,"4125506",0,2020,3,135
"Curitiba","São José dos Pinhais","PR",41,"4125506",0,2020,4,122
"Curitiba","São José dos Pinhais","PR",41,"4125506",0,2020,5,116
"Curitiba","São José dos Pinhais","PR",41,"4125506",0,2020,6,130
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,1,7
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,2,5
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,3,6
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,4,9
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,5,6
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,6,7
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,7,8
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,8,8
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,9,7
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,10,7
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,11,7
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2019,12,12
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2020,1,9
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2020,2,5
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2020,3,8
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2020,4,7
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2020,5,5
"Curitiba","Tijucas do Sul","PR",41,"4127601",0,2020,6,11
"Curitiba","Tunas do Paraná","PR",41,"4127882",0,NA,NA,NA
"Campinas","Americana","SP",35,"3501608",0,2019,1,138
"Campinas","Americana","SP",35,"3501608",0,2019,2,108
"Campinas","Americana","SP",35,"3501608",0,2019,3,135
"Campinas","Americana","SP",35,"3501608",0,2019,4,117
"Campinas","Americana","SP",35,"3501608",0,2019,5,130
"Campinas","Americana","SP",35,"3501608",0,2019,6,142
"Campinas","Americana","SP",35,"3501608",0,2019,7,147
"Campinas","Americana","SP",35,"3501608",0,2019,8,123
"Campinas","Americana","SP",35,"3501608",0,2019,9,117
"Campinas","Americana","SP",35,"3501608",0,2019,10,141
"Campinas","Americana","SP",35,"3501608",0,2019,11,92
"Campinas","Americana","SP",35,"3501608",0,2019,12,95
"Campinas","Americana","SP",35,"3501608",0,2020,1,169
"Campinas","Americana","SP",35,"3501608",0,2020,2,101
"Campinas","Americana","SP",35,"3501608",0,2020,3,133
"Campinas","Americana","SP",35,"3501608",0,2020,4,138
"Campinas","Americana","SP",35,"3501608",0,2020,5,121
"Campinas","Americana","SP",35,"3501608",0,2020,6,154
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,1,24
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,2,21
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,3,30
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,4,22
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,5,22
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,6,27
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,7,29
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,8,26
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,9,26
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,10,21
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,11,26
"Campinas","Artur Nogueira","SP",35,"3503802",0,2019,12,19
"Campinas","Artur Nogueira","SP",35,"3503802",0,2020,1,29
"Campinas","Artur Nogueira","SP",35,"3503802",0,2020,2,20
"Campinas","Artur Nogueira","SP",35,"3503802",0,2020,3,19
"Campinas","Artur Nogueira","SP",35,"3503802",0,2020,4,27
"Campinas","Artur Nogueira","SP",35,"3503802",0,2020,5,26
"Campinas","Artur Nogueira","SP",35,"3503802",0,2020,6,31
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,1,21
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,2,23
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,3,28
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,4,31
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,5,32
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,6,25
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,7,33
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,8,27
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,9,25
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,10,24
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,11,26
"Campinas","Cosmópolis","SP",35,"3512803",0,2019,12,25
"Campinas","Cosmópolis","SP",35,"3512803",0,2020,1,32
"Campinas","Cosmópolis","SP",35,"3512803",0,2020,2,18
"Campinas","Cosmópolis","SP",35,"3512803",0,2020,3,23
"Campinas","Cosmópolis","SP",35,"3512803",0,2020,4,33
"Campinas","Cosmópolis","SP",35,"3512803",0,2020,5,41
"Campinas","Cosmópolis","SP",35,"3512803",0,2020,6,31
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,1,7
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,2,6
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,3,3
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,4,8
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,5,3
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,6,8
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,7,6
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,8,10
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,10,3
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,11,7
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2019,12,1
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2020,1,4
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2020,2,7
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2020,3,4
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2020,4,4
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2020,5,7
"Campinas","Engenheiro Coelho","SP",35,"3515152",0,2020,6,7
"Campinas","Holambra","SP",35,"3519055",0,2019,1,4
"Campinas","Holambra","SP",35,"3519055",0,2019,2,3
"Campinas","Holambra","SP",35,"3519055",0,2019,3,3
"Campinas","Holambra","SP",35,"3519055",0,2019,4,6
"Campinas","Holambra","SP",35,"3519055",0,2019,5,7
"Campinas","Holambra","SP",35,"3519055",0,2019,6,5
"Campinas","Holambra","SP",35,"3519055",0,2019,7,5
"Campinas","Holambra","SP",35,"3519055",0,2019,8,5
"Campinas","Holambra","SP",35,"3519055",0,2019,9,1
"Campinas","Holambra","SP",35,"3519055",0,2019,10,3
"Campinas","Holambra","SP",35,"3519055",0,2019,11,5
"Campinas","Holambra","SP",35,"3519055",0,2019,12,10
"Campinas","Holambra","SP",35,"3519055",0,2020,1,7
"Campinas","Holambra","SP",35,"3519055",0,2020,2,5
"Campinas","Holambra","SP",35,"3519055",0,2020,3,4
"Campinas","Holambra","SP",35,"3519055",0,2020,4,9
"Campinas","Holambra","SP",35,"3519055",0,2020,5,2
"Campinas","Holambra","SP",35,"3519055",0,2020,6,1
"Campinas","Hortolândia","SP",35,"3519071",0,2019,1,78
"Campinas","Hortolândia","SP",35,"3519071",0,2019,2,69
"Campinas","Hortolândia","SP",35,"3519071",0,2019,3,92
"Campinas","Hortolândia","SP",35,"3519071",0,2019,4,73
"Campinas","Hortolândia","SP",35,"3519071",0,2019,5,86
"Campinas","Hortolândia","SP",35,"3519071",0,2019,6,90
"Campinas","Hortolândia","SP",35,"3519071",0,2019,7,113
"Campinas","Hortolândia","SP",35,"3519071",0,2019,8,96
"Campinas","Hortolândia","SP",35,"3519071",0,2019,9,87
"Campinas","Hortolândia","SP",35,"3519071",0,2019,10,99
"Campinas","Hortolândia","SP",35,"3519071",0,2019,11,58
"Campinas","Hortolândia","SP",35,"3519071",0,2019,12,79
"Campinas","Hortolândia","SP",35,"3519071",0,2020,1,97
"Campinas","Hortolândia","SP",35,"3519071",0,2020,2,67
"Campinas","Hortolândia","SP",35,"3519071",0,2020,3,91
"Campinas","Hortolândia","SP",35,"3519071",0,2020,4,85
"Campinas","Hortolândia","SP",35,"3519071",0,2020,5,89
"Campinas","Hortolândia","SP",35,"3519071",0,2020,6,98
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,1,108
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,2,88
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,3,119
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,4,116
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,5,109
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,6,117
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,7,135
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,8,124
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,9,100
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,10,108
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,11,101
"Campinas","Indaiatuba","SP",35,"3520509",0,2019,12,90
"Campinas","Indaiatuba","SP",35,"3520509",0,2020,1,140
"Campinas","Indaiatuba","SP",35,"3520509",0,2020,2,98
"Campinas","Indaiatuba","SP",35,"3520509",0,2020,3,137
"Campinas","Indaiatuba","SP",35,"3520509",0,2020,4,91
"Campinas","Indaiatuba","SP",35,"3520509",0,2020,5,162
"Campinas","Indaiatuba","SP",35,"3520509",0,2020,6,176
"Campinas","Itatiba","SP",35,"3523404",0,2019,1,74
"Campinas","Itatiba","SP",35,"3523404",0,2019,2,56
"Campinas","Itatiba","SP",35,"3523404",0,2019,3,48
"Campinas","Itatiba","SP",35,"3523404",0,2019,4,62
"Campinas","Itatiba","SP",35,"3523404",0,2019,5,60
"Campinas","Itatiba","SP",35,"3523404",0,2019,6,54
"Campinas","Itatiba","SP",35,"3523404",0,2019,7,76
"Campinas","Itatiba","SP",35,"3523404",0,2019,8,68
"Campinas","Itatiba","SP",35,"3523404",0,2019,9,55
"Campinas","Itatiba","SP",35,"3523404",0,2019,10,60
"Campinas","Itatiba","SP",35,"3523404",0,2019,11,56
"Campinas","Itatiba","SP",35,"3523404",0,2019,12,46
"Campinas","Itatiba","SP",35,"3523404",0,2020,1,64
"Campinas","Itatiba","SP",35,"3523404",0,2020,2,60
"Campinas","Itatiba","SP",35,"3523404",0,2020,3,53
"Campinas","Itatiba","SP",35,"3523404",0,2020,4,61
"Campinas","Itatiba","SP",35,"3523404",0,2020,5,48
"Campinas","Itatiba","SP",35,"3523404",0,2020,6,79
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,1,32
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,2,20
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,3,25
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,4,22
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,5,25
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,6,28
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,7,31
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,8,27
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,9,23
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,10,28
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,11,26
"Campinas","Jaguariúna","SP",35,"3524709",0,2019,12,12
"Campinas","Jaguariúna","SP",35,"3524709",0,2020,1,25
"Campinas","Jaguariúna","SP",35,"3524709",0,2020,2,21
"Campinas","Jaguariúna","SP",35,"3524709",0,2020,3,30
"Campinas","Jaguariúna","SP",35,"3524709",0,2020,4,18
"Campinas","Jaguariúna","SP",35,"3524709",0,2020,5,27
"Campinas","Jaguariúna","SP",35,"3524709",0,2020,6,41
"Campinas","Monte Mor","SP",35,"3531803",0,2019,1,49
"Campinas","Monte Mor","SP",35,"3531803",0,2019,2,20
"Campinas","Monte Mor","SP",35,"3531803",0,2019,3,23
"Campinas","Monte Mor","SP",35,"3531803",0,2019,4,26
"Campinas","Monte Mor","SP",35,"3531803",0,2019,5,39
"Campinas","Monte Mor","SP",35,"3531803",0,2019,6,29
"Campinas","Monte Mor","SP",35,"3531803",0,2019,7,35
"Campinas","Monte Mor","SP",35,"3531803",0,2019,8,29
"Campinas","Monte Mor","SP",35,"3531803",0,2019,9,31
"Campinas","Monte Mor","SP",35,"3531803",0,2019,10,34
"Campinas","Monte Mor","SP",35,"3531803",0,2019,11,34
"Campinas","Monte Mor","SP",35,"3531803",0,2019,12,22
"Campinas","Monte Mor","SP",35,"3531803",0,2020,1,39
"Campinas","Monte Mor","SP",35,"3531803",0,2020,2,17
"Campinas","Monte Mor","SP",35,"3531803",0,2020,3,27
"Campinas","Monte Mor","SP",35,"3531803",0,2020,4,37
"Campinas","Monte Mor","SP",35,"3531803",0,2020,5,34
"Campinas","Monte Mor","SP",35,"3531803",0,2020,6,42
"Campinas","Morungaba","SP",35,"3532009",0,2019,1,12
"Campinas","Morungaba","SP",35,"3532009",0,2019,2,5
"Campinas","Morungaba","SP",35,"3532009",0,2019,3,6
"Campinas","Morungaba","SP",35,"3532009",0,2019,4,7
"Campinas","Morungaba","SP",35,"3532009",0,2019,5,6
"Campinas","Morungaba","SP",35,"3532009",0,2019,6,9
"Campinas","Morungaba","SP",35,"3532009",0,2019,7,6
"Campinas","Morungaba","SP",35,"3532009",0,2019,8,4
"Campinas","Morungaba","SP",35,"3532009",0,2019,9,6
"Campinas","Morungaba","SP",35,"3532009",0,2019,10,8
"Campinas","Morungaba","SP",35,"3532009",0,2019,11,6
"Campinas","Morungaba","SP",35,"3532009",0,2019,12,2
"Campinas","Morungaba","SP",35,"3532009",0,2020,1,10
"Campinas","Morungaba","SP",35,"3532009",0,2020,2,8
"Campinas","Morungaba","SP",35,"3532009",0,2020,3,7
"Campinas","Morungaba","SP",35,"3532009",0,2020,4,10
"Campinas","Morungaba","SP",35,"3532009",0,2020,5,7
"Campinas","Morungaba","SP",35,"3532009",0,2020,6,9
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,1,25
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,2,23
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,3,19
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,4,23
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,5,30
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,6,23
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,7,34
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,8,20
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,9,20
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,10,32
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,11,27
"Campinas","Nova Odessa","SP",35,"3533403",0,2019,12,24
"Campinas","Nova Odessa","SP",35,"3533403",0,2020,1,31
"Campinas","Nova Odessa","SP",35,"3533403",0,2020,2,23
"Campinas","Nova Odessa","SP",35,"3533403",0,2020,3,26
"Campinas","Nova Odessa","SP",35,"3533403",0,2020,4,30
"Campinas","Nova Odessa","SP",35,"3533403",0,2020,5,32
"Campinas","Nova Odessa","SP",35,"3533403",0,2020,6,28
"Campinas","Paulínia","SP",35,"3536505",0,2019,1,34
"Campinas","Paulínia","SP",35,"3536505",0,2019,2,39
"Campinas","Paulínia","SP",35,"3536505",0,2019,3,24
"Campinas","Paulínia","SP",35,"3536505",0,2019,4,41
"Campinas","Paulínia","SP",35,"3536505",0,2019,5,42
"Campinas","Paulínia","SP",35,"3536505",0,2019,6,43
"Campinas","Paulínia","SP",35,"3536505",0,2019,7,42
"Campinas","Paulínia","SP",35,"3536505",0,2019,8,54
"Campinas","Paulínia","SP",35,"3536505",0,2019,9,36
"Campinas","Paulínia","SP",35,"3536505",0,2019,10,49
"Campinas","Paulínia","SP",35,"3536505",0,2019,11,32
"Campinas","Paulínia","SP",35,"3536505",0,2019,12,46
"Campinas","Paulínia","SP",35,"3536505",0,2020,1,58
"Campinas","Paulínia","SP",35,"3536505",0,2020,2,34
"Campinas","Paulínia","SP",35,"3536505",0,2020,3,47
"Campinas","Paulínia","SP",35,"3536505",0,2020,4,48
"Campinas","Paulínia","SP",35,"3536505",0,2020,5,26
"Campinas","Paulínia","SP",35,"3536505",0,2020,6,59
"Campinas","Pedreira","SP",35,"3537107",0,2019,1,35
"Campinas","Pedreira","SP",35,"3537107",0,2019,2,28
"Campinas","Pedreira","SP",35,"3537107",0,2019,3,24
"Campinas","Pedreira","SP",35,"3537107",0,2019,4,31
"Campinas","Pedreira","SP",35,"3537107",0,2019,5,26
"Campinas","Pedreira","SP",35,"3537107",0,2019,6,30
"Campinas","Pedreira","SP",35,"3537107",0,2019,7,31
"Campinas","Pedreira","SP",35,"3537107",0,2019,8,26
"Campinas","Pedreira","SP",35,"3537107",0,2019,9,14
"Campinas","Pedreira","SP",35,"3537107",0,2019,10,25
"Campinas","Pedreira","SP",35,"3537107",0,2019,11,18
"Campinas","Pedreira","SP",35,"3537107",0,2019,12,19
"Campinas","Pedreira","SP",35,"3537107",0,2020,1,26
"Campinas","Pedreira","SP",35,"3537107",0,2020,2,25
"Campinas","Pedreira","SP",35,"3537107",0,2020,3,18
"Campinas","Pedreira","SP",35,"3537107",0,2020,4,29
"Campinas","Pedreira","SP",35,"3537107",0,2020,5,18
"Campinas","Pedreira","SP",35,"3537107",0,2020,6,30
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,1,119
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,2,77
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,3,96
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,4,90
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,5,138
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,6,93
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,7,143
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,8,92
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,9,83
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,10,107
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,11,70
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2019,12,88
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2020,1,124
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2020,2,75
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2020,3,119
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2020,4,105
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2020,5,101
"Campinas","Santa Bárbara d'Oeste","SP",35,"3545803",0,2020,6,109
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,1,11
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,2,15
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,3,11
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,4,9
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,5,15
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,6,10
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,7,17
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,8,13
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,9,14
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,10,17
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,11,11
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2019,12,13
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2020,1,7
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2020,2,4
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2020,3,17
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2020,4,13
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2020,5,15
"Campinas","Santo Antônio de Posse","SP",35,"3548005",0,2020,6,10
"Campinas","Sumaré","SP",35,"3552403",0,2019,1,129
"Campinas","Sumaré","SP",35,"3552403",0,2019,2,113
"Campinas","Sumaré","SP",35,"3552403",0,2019,3,111
"Campinas","Sumaré","SP",35,"3552403",0,2019,4,120
"Campinas","Sumaré","SP",35,"3552403",0,2019,5,117
"Campinas","Sumaré","SP",35,"3552403",0,2019,6,123
"Campinas","Sumaré","SP",35,"3552403",0,2019,7,151
"Campinas","Sumaré","SP",35,"3552403",0,2019,8,114
"Campinas","Sumaré","SP",35,"3552403",0,2019,9,96
"Campinas","Sumaré","SP",35,"3552403",0,2019,10,101
"Campinas","Sumaré","SP",35,"3552403",0,2019,11,107
"Campinas","Sumaré","SP",35,"3552403",0,2019,12,92
"Campinas","Sumaré","SP",35,"3552403",0,2020,1,139
"Campinas","Sumaré","SP",35,"3552403",0,2020,2,96
"Campinas","Sumaré","SP",35,"3552403",0,2020,3,139
"Campinas","Sumaré","SP",35,"3552403",0,2020,4,148
"Campinas","Sumaré","SP",35,"3552403",0,2020,5,113
"Campinas","Sumaré","SP",35,"3552403",0,2020,6,165
"Campinas","Valinhos","SP",35,"3556206",0,2019,1,86
"Campinas","Valinhos","SP",35,"3556206",0,2019,2,53
"Campinas","Valinhos","SP",35,"3556206",0,2019,3,59
"Campinas","Valinhos","SP",35,"3556206",0,2019,4,69
"Campinas","Valinhos","SP",35,"3556206",0,2019,5,89
"Campinas","Valinhos","SP",35,"3556206",0,2019,6,89
"Campinas","Valinhos","SP",35,"3556206",0,2019,7,120
"Campinas","Valinhos","SP",35,"3556206",0,2019,8,75
"Campinas","Valinhos","SP",35,"3556206",0,2019,9,86
"Campinas","Valinhos","SP",35,"3556206",0,2019,10,81
"Campinas","Valinhos","SP",35,"3556206",0,2019,11,66
"Campinas","Valinhos","SP",35,"3556206",0,2019,12,60
"Campinas","Valinhos","SP",35,"3556206",0,2020,1,89
"Campinas","Valinhos","SP",35,"3556206",0,2020,2,60
"Campinas","Valinhos","SP",35,"3556206",0,2020,3,84
"Campinas","Valinhos","SP",35,"3556206",0,2020,4,88
"Campinas","Valinhos","SP",35,"3556206",0,2020,5,59
"Campinas","Valinhos","SP",35,"3556206",0,2020,6,89
"Campinas","Vinhedo","SP",35,"3556701",0,2019,1,30
"Campinas","Vinhedo","SP",35,"3556701",0,2019,2,24
"Campinas","Vinhedo","SP",35,"3556701",0,2019,3,34
"Campinas","Vinhedo","SP",35,"3556701",0,2019,4,31
"Campinas","Vinhedo","SP",35,"3556701",0,2019,5,36
"Campinas","Vinhedo","SP",35,"3556701",0,2019,6,49
"Campinas","Vinhedo","SP",35,"3556701",0,2019,7,39
"Campinas","Vinhedo","SP",35,"3556701",0,2019,8,39
"Campinas","Vinhedo","SP",35,"3556701",0,2019,9,36
"Campinas","Vinhedo","SP",35,"3556701",0,2019,10,34
"Campinas","Vinhedo","SP",35,"3556701",0,2019,11,36
"Campinas","Vinhedo","SP",35,"3556701",0,2019,12,33
"Campinas","Vinhedo","SP",35,"3556701",0,2020,1,42
"Campinas","Vinhedo","SP",35,"3556701",0,2020,2,28
"Campinas","Vinhedo","SP",35,"3556701",0,2020,3,31
"Campinas","Vinhedo","SP",35,"3556701",0,2020,4,43
"Campinas","Vinhedo","SP",35,"3556701",0,2020,5,37
"Campinas","Vinhedo","SP",35,"3556701",0,2020,6,47
"Manaus","Autazes","AM",13,"1300300",0,2019,1,10
"Manaus","Autazes","AM",13,"1300300",0,2019,2,6
"Manaus","Autazes","AM",13,"1300300",0,2019,3,11
"Manaus","Autazes","AM",13,"1300300",0,2019,4,13
"Manaus","Autazes","AM",13,"1300300",0,2019,5,14
"Manaus","Autazes","AM",13,"1300300",0,2019,6,10
"Manaus","Autazes","AM",13,"1300300",0,2019,7,3
"Manaus","Autazes","AM",13,"1300300",0,2020,5,1
"Manaus","Careiro","AM",13,"1301100",0,NA,NA,NA
"Manaus","Careiro da Várzea","AM",13,"1301159",0,2019,1,1
"Manaus","Careiro da Várzea","AM",13,"1301159",0,2019,9,1
"Manaus","Careiro da Várzea","AM",13,"1301159",0,2020,3,2
"Manaus","Careiro da Várzea","AM",13,"1301159",0,2020,6,1
"Manaus","Iranduba","AM",13,"1301852",0,2019,8,3
"Manaus","Iranduba","AM",13,"1301852",0,2020,4,3
"Manaus","Iranduba","AM",13,"1301852",0,2020,5,43
"Manaus","Iranduba","AM",13,"1301852",0,2020,6,21
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,1,27
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,2,26
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,3,48
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,4,26
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,5,34
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,6,23
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,7,32
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,8,35
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,9,25
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,10,17
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,11,31
"Manaus","Itacoatiara","AM",13,"1301902",0,2019,12,16
"Manaus","Itacoatiara","AM",13,"1301902",0,2020,1,28
"Manaus","Itacoatiara","AM",13,"1301902",0,2020,2,29
"Manaus","Itacoatiara","AM",13,"1301902",0,2020,3,24
"Manaus","Itacoatiara","AM",13,"1301902",0,2020,4,26
"Manaus","Itacoatiara","AM",13,"1301902",0,2020,5,64
"Manaus","Itacoatiara","AM",13,"1301902",0,2020,6,47
"Manaus","Itapiranga","AM",13,"1302009",0,2019,1,2
"Manaus","Itapiranga","AM",13,"1302009",0,2019,2,5
"Manaus","Itapiranga","AM",13,"1302009",0,2019,3,1
"Manaus","Itapiranga","AM",13,"1302009",0,2019,4,5
"Manaus","Itapiranga","AM",13,"1302009",0,2019,5,8
"Manaus","Itapiranga","AM",13,"1302009",0,2019,6,2
"Manaus","Itapiranga","AM",13,"1302009",0,2019,7,4
"Manaus","Itapiranga","AM",13,"1302009",0,2019,8,2
"Manaus","Itapiranga","AM",13,"1302009",0,2019,9,1
"Manaus","Itapiranga","AM",13,"1302009",0,2019,10,5
"Manaus","Itapiranga","AM",13,"1302009",0,2019,11,4
"Manaus","Itapiranga","AM",13,"1302009",0,2019,12,2
"Manaus","Itapiranga","AM",13,"1302009",0,2020,2,2
"Manaus","Itapiranga","AM",13,"1302009",0,2020,3,3
"Manaus","Itapiranga","AM",13,"1302009",0,2020,4,3
"Manaus","Itapiranga","AM",13,"1302009",0,2020,5,5
"Manaus","Itapiranga","AM",13,"1302009",0,2020,6,4
"Manaus","Manacapuru","AM",13,"1302504",0,2019,1,22
"Manaus","Manacapuru","AM",13,"1302504",0,2019,2,11
"Manaus","Manacapuru","AM",13,"1302504",0,2019,3,11
"Manaus","Manacapuru","AM",13,"1302504",0,2019,4,19
"Manaus","Manacapuru","AM",13,"1302504",0,2019,5,15
"Manaus","Manacapuru","AM",13,"1302504",0,2019,6,16
"Manaus","Manacapuru","AM",13,"1302504",0,2019,7,21
