"rm","cidade","state","state_code","cod_ibge","capital","year","month","number_deaths"
"Belo Horizonte","Lagoa Santa","MG",31,"3137601",0,2019,11,19
"Belo Horizonte","Lagoa Santa","MG",31,"3137601",0,2019,12,25
"Belo Horizonte","Lagoa Santa","MG",31,"3137601",0,2020,1,23
"Belo Horizonte","Lagoa Santa","MG",31,"3137601",0,2020,2,26
"Belo Horizonte","Lagoa Santa","MG",31,"3137601",0,2020,3,13
"Belo Horizonte","Lagoa Santa","MG",31,"3137601",0,2020,4,24
"Belo Horizonte","Lagoa Santa","MG",31,"3137601",0,2020,5,25
"Belo Horizonte","Lagoa Santa","MG",31,"3137601",0,2020,6,22
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,1,6
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,2,12
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,3,9
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,4,4
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,5,8
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,6,3
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,7,4
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,8,7
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,9,7
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,10,3
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,11,5
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2019,12,1
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2020,1,6
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2020,2,2
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2020,3,4
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2020,4,9
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2020,5,8
"Belo Horizonte","Mário Campos","MG",31,"3140159",0,2020,6,5
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,1,16
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,2,18
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,3,8
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,4,22
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,5,24
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,6,18
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,7,15
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,8,13
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,9,19
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,10,18
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,11,10
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2019,12,14
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2020,1,16
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2020,2,12
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2020,3,12
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2020,4,11
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2020,5,14
"Belo Horizonte","Mateus Leme","MG",31,"3140704",0,2020,6,11
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,1,24
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,2,20
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,3,17
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,4,13
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,5,23
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,6,22
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,7,17
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,8,8
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,9,24
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,10,14
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,11,9
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2019,12,15
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2020,1,5
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2020,2,12
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2020,3,20
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2020,4,12
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2020,5,22
"Belo Horizonte","Matozinhos","MG",31,"3141108",0,2020,6,21
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,1,5
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,2,3
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,3,3
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,4,2
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,5,4
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,6,7
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,7,3
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,8,4
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,9,5
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,10,6
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,11,2
"Belo Horizonte","Moeda","MG",31,"3142304",0,2019,12,4
"Belo Horizonte","Moeda","MG",31,"3142304",0,2020,1,1
"Belo Horizonte","Moeda","MG",31,"3142304",0,2020,2,3
"Belo Horizonte","Moeda","MG",31,"3142304",0,2020,3,5
"Belo Horizonte","Moeda","MG",31,"3142304",0,2020,4,2
"Belo Horizonte","Moeda","MG",31,"3142304",0,2020,5,4
"Belo Horizonte","Moeda","MG",31,"3142304",0,2020,6,6
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,1,52
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,2,54
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,3,49
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,4,63
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,5,61
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,6,55
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,7,55
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,8,52
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,9,53
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,10,47
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,11,46
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2019,12,46
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2020,1,56
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2020,2,61
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2020,3,68
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2020,4,52
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2020,5,41
"Belo Horizonte","Nova Lima","MG",31,"3144805",0,2020,6,49
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,1,2
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,2,2
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,4,1
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,5,5
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,6,2
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,7,3
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,8,5
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,9,3
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,10,2
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,11,2
"Belo Horizonte","Nova União","MG",31,"3136603",0,2019,12,6
"Belo Horizonte","Nova União","MG",31,"3136603",0,2020,1,6
"Belo Horizonte","Nova União","MG",31,"3136603",0,2020,2,1
"Belo Horizonte","Nova União","MG",31,"3136603",0,2020,3,1
"Belo Horizonte","Nova União","MG",31,"3136603",0,2020,4,3
"Belo Horizonte","Nova União","MG",31,"3136603",0,2020,5,6
"Belo Horizonte","Pará de Minas","MG",31,"3147105",0,2019,4,2
"Belo Horizonte","Pará de Minas","MG",31,"3147105",0,2019,7,1
"Belo Horizonte","Pará de Minas","MG",31,"3147105",0,2019,9,2
"Belo Horizonte","Pará de Minas","MG",31,"3147105",0,2019,11,1
"Belo Horizonte","Pará de Minas","MG",31,"3147105",0,2020,2,5
"Belo Horizonte","Pará de Minas","MG",31,"3147105",0,2020,5,1
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,1,26
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,2,24
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,3,26
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,4,35
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,5,25
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,6,36
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,7,27
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,8,26
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,9,33
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,10,30
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,11,18
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2019,12,24
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2020,1,28
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2020,2,17
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2020,3,19
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2020,4,28
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2020,5,26
"Belo Horizonte","Pedro Leopoldo","MG",31,"3149309",0,2020,6,17
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,1,5
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,2,3
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,3,4
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,4,9
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,5,6
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,6,5
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,7,4
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,8,3
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,9,4
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,10,4
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,11,6
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2019,12,2
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2020,2,5
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2020,3,7
"Belo Horizonte","Prudente de Morais","MG",31,"3153608",0,2020,4,5
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,1,9
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,2,7
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,3,10
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,4,7
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,5,12
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,6,5
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,7,4
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,8,11
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,9,9
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,10,9
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,11,10
"Belo Horizonte","Raposos","MG",31,"3153905",0,2019,12,4
"Belo Horizonte","Raposos","MG",31,"3153905",0,2020,1,4
"Belo Horizonte","Raposos","MG",31,"3153905",0,2020,2,9
"Belo Horizonte","Raposos","MG",31,"3153905",0,2020,3,10
"Belo Horizonte","Raposos","MG",31,"3153905",0,2020,4,8
"Belo Horizonte","Raposos","MG",31,"3153905",0,2020,5,9
"Belo Horizonte","Raposos","MG",31,"3153905",0,2020,6,5
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,1,95
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,2,69
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,3,103
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,4,103
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,5,133
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,6,99
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,7,118
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,8,102
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,9,87
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,10,79
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,11,102
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2019,12,78
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2020,1,84
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2020,2,87
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2020,3,97
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2020,4,91
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2020,5,115
"Belo Horizonte","Ribeirão das Neves","MG",31,"3154606",0,2020,6,126
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,1,6
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,2,5
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,3,2
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,4,4
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,5,3
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,6,3
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,7,9
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,8,6
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,9,7
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,10,4
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,11,5
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2019,12,1
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2020,1,3
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2020,2,2
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2020,3,7
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2020,4,6
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2020,5,5
"Belo Horizonte","Rio Acima","MG",31,"3154804",0,2020,6,4
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,1,2
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,2,3
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,3,1
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,4,7
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,5,5
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,6,1
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,7,3
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,8,4
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,11,1
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2019,12,1
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2020,1,5
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2020,3,1
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2020,4,3
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2020,5,2
"Belo Horizonte","Rio Manso","MG",31,"3155306",0,2020,6,1
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,1,40
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,2,45
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,3,41
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,4,49
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,5,54
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,6,55
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,7,52
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,8,61
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,9,40
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,10,54
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,11,45
"Belo Horizonte","Sabará","MG",31,"3156700",0,2019,12,42
"Belo Horizonte","Sabará","MG",31,"3156700",0,2020,1,55
"Belo Horizonte","Sabará","MG",31,"3156700",0,2020,2,44
"Belo Horizonte","Sabará","MG",31,"3156700",0,2020,3,63
"Belo Horizonte","Sabará","MG",31,"3156700",0,2020,4,41
"Belo Horizonte","Sabará","MG",31,"3156700",0,2020,5,39
"Belo Horizonte","Sabará","MG",31,"3156700",0,2020,6,43
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,1,14
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,2,11
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,3,12
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,4,13
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,5,11
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,6,22
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,7,20
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,8,13
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,9,9
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,10,12
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,11,13
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2019,12,12
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2020,1,11
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2020,2,6
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2020,3,12
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2020,4,8
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2020,5,8
"Belo Horizonte","Santa Bárbara","MG",31,"3157203",0,2020,6,7
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,1,91
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,2,69
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,3,75
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,4,87
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,5,88
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,6,94
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,7,103
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,8,91
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,9,77
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,10,74
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,11,71
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2019,12,73
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2020,1,97
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2020,2,79
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2020,3,92
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2020,4,83
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2020,5,103
"Belo Horizonte","Santa Luzia","MG",31,"3157807",0,2020,6,99
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,1,7
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,2,4
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,3,1
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,4,6
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,5,9
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,6,3
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,7,4
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,8,3
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,9,2
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,10,5
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,11,7
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2019,12,8
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2020,1,12
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2020,2,6
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2020,3,5
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2020,4,3
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2020,5,7
"Belo Horizonte","São Gonçalo do Rio Abaixo","MG",31,"3161908",0,2020,6,3
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,1,12
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,2,8
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,3,12
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,4,13
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,5,12
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,6,11
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,7,10
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,8,11
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,9,12
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,10,18
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,11,7
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2019,12,13
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2020,1,5
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2020,2,14
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2020,3,17
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2020,4,6
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2020,5,11
"Belo Horizonte","São Joaquim de Bicas","MG",31,"3162922",0,2020,6,12
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,1,12
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,2,7
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,3,11
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,4,6
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,5,8
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,6,16
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,7,10
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,8,14
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,9,9
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,10,4
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,11,12
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2019,12,9
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2020,1,11
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2020,2,13
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2020,3,7
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2020,4,7
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2020,5,9
"Belo Horizonte","São José da Lapa","MG",31,"3162955",0,2020,6,7
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,1,3
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,2,3
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,3,2
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,4,3
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,5,3
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,7,3
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,8,4
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,9,1
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,10,1
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,11,1
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2019,12,1
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2020,1,2
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2020,2,4
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2020,4,1
"Belo Horizonte","São José da Varginha","MG",31,"3163102",0,2020,5,3
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,1,11
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,2,14
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,3,12
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,4,11
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,5,14
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,6,5
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,7,8
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,8,9
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,9,18
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,10,6
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,11,10
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2019,12,7
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2020,1,9
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2020,2,8
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2020,3,14
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2020,4,10
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2020,5,15
"Belo Horizonte","Sarzedo","MG",31,"3165537",0,2020,6,15
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,1,144
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,2,88
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,3,106
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,4,107
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,5,142
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,6,138
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,7,127
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,8,111
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,9,116
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,10,128
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,11,102
"Belo Horizonte","Sete Lagoas","MG",31,"3167202",0,2019,12,108
