"state","number_deaths","month","year"
"RR",206,5,2019
"SC",3427,5,2019
"SP",27861,5,2019
"SE",1139,5,2019
"TO",540,5,2019
"AC",289,6,2019
"AL",1391,6,2019
"AP",203,6,2019
"AM",1099,6,2019
"BA",5351,6,2019
"CE",3324,6,2019
"DF",1287,6,2019
"ES",2096,6,2019
"GO",2697,6,2019
"MA",1667,6,2019
"MT",1130,6,2019
"MS",1430,6,2019
"MG",10335,6,2019
"PA",1702,6,2019
"PB",2169,6,2019
"PR",5989,6,2019
"PE",5029,6,2019
"PI",1184,6,2019
"RJ",12655,6,2019
"RN",1285,6,2019
"RS",7474,6,2019
"RO",666,6,2019
"RR",186,6,2019
"SC",3367,6,2019
"SP",26753,6,2019
"SE",1023,6,2019
"TO",462,6,2019
"AC",316,7,2019
"AL",1623,7,2019
"AP",239,7,2019
"AM",1245,7,2019
"BA",6289,7,2019
"CE",3645,7,2019
"DF",1297,7,2019
"ES",2324,7,2019
"GO",3072,7,2019
"MA",1847,7,2019
"MT",1256,7,2019
"MS",1612,7,2019
"MG",11811,7,2019
"PA",2194,7,2019
"PB",2590,7,2019
"PR",6944,7,2019
"PE",5761,7,2019
"PI",1396,7,2019
"RJ",13212,7,2019
"RN",1644,7,2019
"RS",9520,7,2019
"RO",726,7,2019
"RR",249,7,2019
"SC",4204,7,2019
"SP",31255,7,2019
"SE",1224,7,2019
"TO",544,7,2019
"AC",322,8,2019
"AL",1617,8,2019
"AP",196,8,2019
"AM",1212,8,2019
"BA",5586,8,2019
"CE",3064,8,2019
"DF",1299,8,2019
"ES",2178,8,2019
"GO",2658,8,2019
"MA",1683,8,2019
"MT",1187,8,2019
"MS",1482,8,2019
"MG",10463,8,2019
"PA",2157,8,2019
"PB",2292,8,2019
"PR",6253,8,2019
"PE",5252,8,2019
"PI",1058,8,2019
"RJ",12349,8,2019
"RN",1370,8,2019
"RS",8903,8,2019
"RO",468,8,2019
"RR",221,8,2019
"SC",3729,8,2019
"SP",27455,8,2019
"SE",1082,8,2019
"TO",519,8,2019
"AC",339,9,2019
"AL",1474,9,2019
"AP",192,9,2019
"AM",1133,9,2019
"BA",5605,9,2019
"CE",3252,9,2019
"DF",1301,9,2019
"ES",2088,9,2019
"GO",2773,9,2019
"MA",1642,9,2019
"MT",1331,9,2019
"MS",1435,9,2019
"MG",10311,9,2019
"PA",2125,9,2019
"PB",2216,9,2019
"PR",6107,9,2019
"PE",5180,9,2019
"PI",1136,9,2019
"RJ",11736,9,2019
"RN",1371,9,2019
"RS",8038,9,2019
"RO",715,9,2019
"RR",229,9,2019
"SC",3684,9,2019
"SP",25875,9,2019
"SE",990,9,2019
"TO",470,9,2019
"AC",308,10,2019
"AL",1491,10,2019
"AP",207,10,2019
"AM",1180,10,2019
"BA",5763,10,2019
"CE",3392,10,2019
"DF",1300,10,2019
"ES",2014,10,2019
"GO",2863,10,2019
"MA",1808,10,2019
"MT",1286,10,2019
"MS",1363,10,2019
"MG",10261,10,2019
"PA",2080,10,2019
"PB",2224,10,2019
"PR",5753,10,2019
"PE",5200,10,2019
"PI",1230,10,2019
"RJ",10731,10,2019
"RN",1384,10,2019
"RS",7860,10,2019
"RO",634,10,2019
"RR",192,10,2019
"SC",3670,10,2019
"SP",26388,10,2019
"SE",1086,10,2019
"TO",520,10,2019
"AC",333,11,2019
"AL",1419,11,2019
"AP",216,11,2019
"AM",1063,11,2019
"BA",5226,11,2019
"CE",3285,11,2019
"DF",1166,11,2019
"ES",1917,11,2019
"GO",2526,11,2019
"MA",1458,11,2019
"MT",1103,11,2019
"MS",1245,11,2019
"MG",9147,11,2019
"PA",1943,11,2019
"PB",2105,11,2019
"PR",5488,11,2019
"PE",4918,11,2019
"PI",1161,11,2019
"RJ",10024,11,2019
"RN",1223,11,2019
"RS",6972,11,2019
"RO",645,11,2019
"RR",200,11,2019
"SC",3223,11,2019
"SP",23669,11,2019
"SE",896,11,2019
"TO",479,11,2019
"AC",360,12,2019
"AL",1438,12,2019
"AP",172,12,2019
"AM",1148,12,2019
"BA",5014,12,2019
"CE",3410,12,2019
"DF",1218,12,2019
"ES",2101,12,2019
"GO",2556,12,2019
"MA",1539,12,2019
"MT",1155,12,2019
"MS",1191,12,2019
"MG",9496,12,2019
"PA",2230,12,2019
"PB",2141,12,2019
"PR",5652,12,2019
"PE",5243,12,2019
"PI",1040,12,2019
"RJ",10804,12,2019
"RN",1290,12,2019
"RS",7036,12,2019
"RO",668,12,2019
"RR",185,12,2019
"SC",3108,12,2019
"SP",22842,12,2019
"SE",1021,12,2019
"TO",542,12,2019
"AC",373,1,2020
"AL",1565,1,2020
"AP",247,1,2020
"AM",1315,1,2020
"BA",6124,1,2020
"CE",3589,1,2020
"DF",1245,1,2020
"ES",2159,1,2020
"GO",2832,1,2020
"MA",1897,1,2020
"MT",1199,1,2020
"MS",1266,1,2020
"MG",10985,1,2020
"PA",2322,1,2020
"PB",2237,1,2020
"PR",5749,1,2020
"PE",5376,1,2020
"PI",1115,1,2020
"RJ",11055,1,2020
"RN",1396,1,2020
"RS",7464,1,2020
"RO",458,1,2020
"RR",220,1,2020
"SC",3716,1,2020
"SP",28437,1,2020
"SE",1075,1,2020
"TO",560,1,2020
"AC",333,2,2020
"AL",1366,2,2020
"AP",184,2,2020
"AM",1161,2,2020
"BA",4748,2,2020
"CE",3229,2,2020
"DF",1103,2,2020
"ES",1839,2,2020
"GO",2409,2,2020
"MA",1662,2,2020
"MT",1075,2,2020
"MS",1171,2,2020
"MG",9208,2,2020
"PA",1965,2,2020
"PB",1895,2,2020
"PR",5143,2,2020
"PE",4614,2,2020
"PI",989,2,2020
"RJ",10133,2,2020
"RN",1260,2,2020
"RS",6344,2,2020
"RO",605,2,2020
"RR",168,2,2020
"SC",2965,2,2020
"SP",21964,2,2020
"SE",920,2,2020
"TO",452,2,2020
"AC",337,3,2020
"AL",1496,3,2020
"AP",177,3,2020
"AM",1238,3,2020
"BA",5158,3,2020
"CE",3624,3,2020
"DF",1294,3,2020
"ES",2100,3,2020
"GO",2681,3,2020
"MA",1813,3,2020
"MT",1273,3,2020
"MS",1380,3,2020
"MG",10609,3,2020
"PA",2350,3,2020
"PB",2172,3,2020
"PR",5879,3,2020
"PE",5527,3,2020
"PI",898,3,2020
"RJ",11247,3,2020
"RN",1362,3,2020
"RS",6662,3,2020
"RO",731,3,2020
"RR",207,3,2020
"SC",2984,3,2020
"SP",26695,3,2020
"SE",994,3,2020
"TO",525,3,2020
"AC",296,4,2020
"AL",1471,4,2020
"AP",115,4,2020
"AM",2826,4,2020
"BA",5230,4,2020
"CE",4377,4,2020
"DF",1166,4,2020
"ES",2073,4,2020
"GO",2628,4,2020
"MA",2164,4,2020
"MT",1079,4,2020
"MS",1224,4,2020
"MG",10093,4,2020
"PA",2818,4,2020
"PB",2083,4,2020
"PR",5751,4,2020
"PE",6198,4,2020
"PI",1251,4,2020
"RJ",14073,4,2020
"RN",1391,4,2020
"RS",6707,4,2020
"RO",679,4,2020
"RR",194,4,2020
"SC",3530,4,2020
"SP",27935,4,2020
"SE",1020,4,2020
"TO",467,4,2020
"AC",396,5,2020
"AL",2137,5,2020
"AP",227,5,2020
"AM",2601,5,2020
"BA",5483,5,2020
"CE",7287,5,2020
"DF",1248,5,2020
"ES",2483,5,2020
"GO",2707,5,2020
"MA",2859,5,2020
"MT",1034,5,2020
"MS",1248,5,2020
"MG",10062,5,2020
"PA",4147,5,2020
"PB",2662,5,2020
"PR",5471,5,2020
"PE",8538,5,2020
"PI",979,5,2020
"RJ",18407,5,2020
"RN",1306,5,2020
"RS",6724,5,2020
"RO",844,5,2020
"RR",308,5,2020
"SC",3122,5,2020
"SP",29564,5,2020
"SE",934,5,2020
"TO",473,5,2020
