"state","number_deaths","month","year"
"CE",3052,8,2019
"DF",1299,8,2019
"ES",2175,8,2019
"GO",2647,8,2019
"MA",1539,8,2019
"MT",1135,8,2019
"MS",1480,8,2019
"MG",10423,8,2019
"PA",2156,8,2019
"PB",2292,8,2019
"PR",6245,8,2019
"PE",5226,8,2019
"PI",1055,8,2019
"RJ",12325,8,2019
"RN",1369,8,2019
"RS",8899,8,2019
"RO",467,8,2019
"RR",220,8,2019
"SC",3726,8,2019
"SP",27442,8,2019
"SE",1079,8,2019
"TO",518,8,2019
"AC",332,9,2019
"AL",1421,9,2019
"AP",189,9,2019
"AM",1133,9,2019
"BA",5562,9,2019
"CE",3248,9,2019
"DF",1301,9,2019
"ES",2085,9,2019
"GO",2739,9,2019
"MA",1548,9,2019
"MT",1297,9,2019
"MS",1435,9,2019
"MG",10281,9,2019
"PA",2120,9,2019
"PB",2214,9,2019
"PR",6083,9,2019
"PE",5153,9,2019
"PI",1132,9,2019
"RJ",11713,9,2019
"RN",1370,9,2019
"RS",8038,9,2019
"RO",715,9,2019
"RR",228,9,2019
"SC",3678,9,2019
"SP",25860,9,2019
"SE",988,9,2019
"TO",469,9,2019
"AC",307,10,2019
"AL",1426,10,2019
"AP",206,10,2019
"AM",1180,10,2019
"BA",5680,10,2019
"CE",3387,10,2019
"DF",1300,10,2019
"ES",2011,10,2019
"GO",2846,10,2019
"MA",1721,10,2019
"MT",1249,10,2019
"MS",1363,10,2019
"MG",10234,10,2019
"PA",2068,10,2019
"PB",2224,10,2019
"PR",5743,10,2019
"PE",5173,10,2019
"PI",1224,10,2019
"RJ",10680,10,2019
"RN",1378,10,2019
"RS",7856,10,2019
"RO",632,10,2019
"RR",189,10,2019
"SC",3653,10,2019
"SP",26377,10,2019
"SE",1081,10,2019
"TO",519,10,2019
"AC",327,11,2019
"AL",1346,11,2019
"AP",214,11,2019
"AM",1063,11,2019
"BA",5166,11,2019
"CE",3280,11,2019
"DF",1166,11,2019
"ES",1916,11,2019
"GO",2522,11,2019
"MA",1436,11,2019
"MT",1077,11,2019
"MS",1242,11,2019
"MG",9119,11,2019
"PA",1942,11,2019
"PB",2105,11,2019
"PR",5481,11,2019
"PE",4874,11,2019
"PI",1160,11,2019
"RJ",9997,11,2019
"RN",1219,11,2019
"RS",6964,11,2019
"RO",645,11,2019
"RR",199,11,2019
"SC",3221,11,2019
"SP",23654,11,2019
"SE",893,11,2019
"TO",478,11,2019
"AC",344,12,2019
"AL",1370,12,2019
"AP",169,12,2019
"AM",1148,12,2019
"BA",4956,12,2019
"CE",3398,12,2019
"DF",1218,12,2019
"ES",2098,12,2019
"GO",2542,12,2019
"MA",1531,12,2019
"MT",1113,12,2019
"MS",1190,12,2019
"MG",9468,12,2019
"PA",2230,12,2019
"PB",2140,12,2019
"PR",5639,12,2019
"PE",5218,12,2019
"PI",1038,12,2019
"RJ",10791,12,2019
"RN",1286,12,2019
"RS",7035,12,2019
"RO",668,12,2019
"RR",183,12,2019
"SC",3108,12,2019
"SP",22831,12,2019
"SE",1019,12,2019
"TO",541,12,2019
"AC",371,1,2020
"AL",1480,1,2020
"AP",246,1,2020
"AM",1314,1,2020
"BA",6071,1,2020
"CE",3579,1,2020
"DF",1245,1,2020
"ES",2158,1,2020
"GO",2810,1,2020
"MA",1892,1,2020
"MT",1151,1,2020
"MS",1266,1,2020
"MG",10874,1,2020
"PA",2318,1,2020
"PB",2237,1,2020
"PR",5735,1,2020
"PE",5357,1,2020
"PI",1113,1,2020
"RJ",11021,1,2020
"RN",1384,1,2020
"RS",7464,1,2020
"RO",458,1,2020
"RR",213,1,2020
"SC",3702,1,2020
"SP",28430,1,2020
"SE",1072,1,2020
"TO",560,1,2020
"AC",333,2,2020
"AL",1292,2,2020
"AP",184,2,2020
"AM",1160,2,2020
"BA",4708,2,2020
"CE",3184,2,2020
"DF",1103,2,2020
"ES",1836,2,2020
"GO",2400,2,2020
"MA",1654,2,2020
"MT",1037,2,2020
"MS",1171,2,2020
"MG",9142,2,2020
"PA",1963,2,2020
"PB",1894,2,2020
"PR",5134,2,2020
"PE",4601,2,2020
"PI",989,2,2020
"RJ",10129,2,2020
"RN",1247,2,2020
"RS",6344,2,2020
"RO",605,2,2020
"RR",168,2,2020
"SC",2964,2,2020
"SP",21955,2,2020
"SE",918,2,2020
"TO",451,2,2020
"AC",336,3,2020
"AL",1397,3,2020
"AP",177,3,2020
"AM",1238,3,2020
"BA",5076,3,2020
"CE",3614,3,2020
"DF",1294,3,2020
"ES",2099,3,2020
"GO",2666,3,2020
"MA",1771,3,2020
"MT",1236,3,2020
"MS",1380,3,2020
"MG",10572,3,2020
"PA",2331,3,2020
"PB",2171,3,2020
"PR",5870,3,2020
"PE",5514,3,2020
"PI",846,3,2020
"RJ",11235,3,2020
"RN",1351,3,2020
"RS",6643,3,2020
"RO",731,3,2020
"RR",201,3,2020
"SC",2970,3,2020
"SP",26679,3,2020
"SE",994,3,2020
"TO",525,3,2020
"AC",294,4,2020
"AL",1381,4,2020
"AP",114,4,2020
"AM",2826,4,2020
"BA",5055,4,2020
"CE",4270,4,2020
"DF",1166,4,2020
"ES",2071,4,2020
"GO",2576,4,2020
"MA",2145,4,2020
"MT",1039,4,2020
"MS",1223,4,2020
"MG",10075,4,2020
"PA",2635,4,2020
"PB",2076,4,2020
"PR",5736,4,2020
"PE",6162,4,2020
"PI",1204,4,2020
"RJ",14051,4,2020
"RN",1375,4,2020
"RS",6678,4,2020
"RO",679,4,2020
"RR",194,4,2020
"SC",3518,4,2020
"SP",27919,4,2020
"SE",1017,4,2020
"TO",466,4,2020
"AC",394,5,2020
"AL",2008,5,2020
"AP",222,5,2020
"AM",2596,5,2020
"BA",4824,5,2020
"CE",7219,5,2020
"DF",1248,5,2020
"ES",2473,5,2020
"GO",2598,5,2020
"MA",2782,5,2020
"MT",983,5,2020
"MS",1243,5,2020
"MG",8799,5,2020
"PA",3801,5,2020
"PB",2605,5,2020
"PR",5387,5,2020
"PE",8400,5,2020
"PI",937,5,2020
"RJ",18306,5,2020
"RN",1280,5,2020
"RS",6710,5,2020
"RO",838,5,2020
"RR",307,5,2020
"SC",3097,5,2020
"SP",29462,5,2020
"SE",910,5,2020
"TO",456,5,2020
